Artist and Title,Days,T10,Pk,(x?),PkStreams,Total
Juice WRLD - Wishing Well,380,3,8,"","294,073","42,706,698"
Drake - Hotline Bling,503,86,1,(x2),"348,120","42,673,651"
Drake - Fake Love,348,38,6,"","299,676","42,671,300"
MIST - So High,349,23,7,"","304,597","42,654,837"
Lil Nas X - THATS WHAT I WANT,348,30,8,"","309,203","42,580,339"
Jonas Blue - Perfect Strangers,324,65,2,(x4),"410,646","42,566,184"
Taylor Swift - cardigan,481,6,2,(x1),"506,167","42,564,755"
AJ Tracey - West Ten,320,51,4,"","333,554","42,399,642"
Paul Woolford - Looking for Me,356,39,6,"","322,094","42,335,027"
Paul McCartney - Wonderful Christmastime - Edited Version / Remastered 2011,140,1,8,"","1,612,701","42,262,225"
Rita Ora - Anywhere,289,54,3,(x2),"321,640","42,230,490"
XXXTENTACION - Moonlight,423,3,3,(x1),"480,974","42,021,135"
Calvin Harris - Slide,237,10,8,"","351,661","41,925,479"
Djo - End of Beginning,112,60,1,(x7),"635,395","41,870,373"
Central Cee - Loading,504,"",17,"","188,576","41,846,725"
Alan Walker - Faded,409,22,7,"","265,703","41,788,634"
Stormzy - Big For Your Boots,390,14,2,(x6),"541,713","41,757,802"
Darlene Love - Christmas (Baby Please Come Home),244,"",18,"","1,442,139","41,719,811"
Becky Hill - Disconnect,292,3,10,"","256,879","41,620,549"
"Tyler, The Creator - See You Again",402,1,10,"","190,433","41,530,964"
Rita Ora - Your Song,309,8,9,"","315,779","41,467,733"
Tom Walker - Just You and I,354,40,5,"","349,622","41,442,979"
The Game - Hate It Or Love It,536,"",40,"","121,017","41,435,088"
Loren Allred - Never Enough,463,"",29,"","160,474","41,384,243"
Sam Feldt - Post Malone,460,"",15,"","250,213","41,220,395"
Twenty One Pilots - Heathens,314,48,4,"","321,578","41,213,242"
Galantis - No Money,260,77,4,"","384,517","41,210,638"
Imagine Dragons - Thunder,510,"",18,"","248,707","41,207,886"
JP Cooper - September Song,412,27,7,"","333,221","41,201,607"
ZAYN - PILLOWTALK,364,65,1,(x11),"480,732","41,098,934"
Coldplay - Christmas Lights,289,"",24,"","1,045,931","41,024,693"
Sabrina Carpenter - Espresso,53,51,1,(x35),"1,054,924","40,976,272"
A$AP Rocky - Praise The Lord (Da Shine),350,"",14,"","246,495","40,847,879"
Tiësto - Jackie Chan,277,41,4,"","430,071","40,843,630"
Dynoro - In My Mind,345,22,6,"","313,532","40,797,397"
Hannah Laing - Good Love,323,28,7,"","263,639","40,787,944"
Khalid - Love Lies,304,24,9,"","328,900","40,784,384"
Sam Smith - Stay With Me,681,125,3,(x3),"144,375","40,759,812"
Beyoncé - TEXAS HOLD 'EM,113,64,1,(x4),"754,180","40,744,406"
Tame Impala - The Less I Know The Better,685,"",70,"","99,509","40,725,293"
"gnash - i hate u, i love u",321,39,6,"","247,699","40,705,788"
Wiz Khalifa - See You Again,464,71,1,(x13),"451,360","40,673,653"
Polo G - Martin & Gina,579,"",42,"","123,663","40,668,812"
OMI - Cheerleader (Felix Jaehn Remix),274,113,1,(x25),"415,640","40,640,126"
Avicii - SOS,230,65,5,"","434,835","40,561,829"
Doja Cat - Say So,290,62,4,"","343,921","40,535,463"
James Bay - Hold Back The River,642,59,3,(x1),"222,934","40,493,470"
Cadet - Advice,435,"",21,"","278,515","40,480,497"
Kygo - It Ain't Me,263,38,5,"","370,712","40,410,388"
Kylie Minogue - Santa Baby,292,"",20,"","1,017,226","40,328,068"
Future - Mask Off,339,5,9,"","297,035","40,301,936"
Steel Banglez - Fashion Week,371,5,7,"","310,370","40,300,993"
Bryan Adams - Summer Of '69,684,"",66,"","104,289","40,283,595"
Doja Cat - Need To Know,360,12,7,"","266,769","40,233,717"
Dave - Professor X,415,"",12,"","256,199","40,122,860"
Justin Bieber - Ghost,407,"",21,"","159,794","40,110,741"
MEDUZA - Paradise,335,47,5,"","224,789","40,042,477"
Hardy Caprio - Best Life,499,"",22,"","177,252","39,931,359"
R. Kelly - Ignition - Remix,924,"",52,"","120,342","39,921,557"
Drake - Laugh Now Cry Later,314,55,3,(x7),"388,327","39,845,611"
The Weeknd - Stargirl Interlude,540,"",55,"","106,258","39,738,432"
Måneskin - Beggin',250,59,3,(x6),"432,687","39,664,785"
Sia - Chandelier,768,15,8,"","116,784","39,566,093"
Tom Walker - Leave a Light On,491,"",30,"","203,173","39,439,933"
Lil Tjay - Calling My Phone,305,61,1,(x4),"698,567","39,373,358"
Logic - 1-800-273-8255,345,42,5,"","295,864","39,312,394"
M.O - Bad Vibe,289,"",11,"","264,098","39,265,349"
Pop Smoke - Dior,509,"",23,"","191,619","39,263,164"
Desiigner - Panda,335,51,5,"","322,473","39,245,541"
David Guetta - Crazy What Love Can Do,343,1,9,"","240,709","39,215,328"
Belters Only - Make Me Feel Good,282,36,6,"","269,394","39,192,202"
The Chainsmokers - Paris,239,46,4,"","438,276","39,153,829"
Sia - Cheap Thrills,396,11,4,"","296,836","39,145,544"
Sigala - Lullaby,263,1,10,"","326,992","39,130,123"
Oliver Tree - Miss You,222,41,3,(x8),"333,092","39,051,924"
Trevor Daniel - Falling,323,2,9,"","247,201","38,999,599"
Hugh Jackman - The Other Side,443,"",29,"","160,220","38,969,564"
Khalid - Better,384,"",13,"","246,950","38,858,133"
A1 x J1 - Latest Trends,377,52,3,(x1),"267,134","38,797,613"
Nelly Furtado - Promiscuous,605,"",35,"","153,613","38,758,977"
Rihanna - We Found Love,466,"",14,"","249,436","38,459,727"
Jason Derulo - Want to Want Me,488,68,1,(x3),"285,984","38,408,798"
Nathan Dawe - Flowers,350,1,8,"","276,849","38,385,716"
Måneskin - I WANNA BE YOUR SLAVE,232,64,2,(x1),"402,042","38,306,236"
Yungen - Bestie,304,38,6,"","299,006","38,248,984"
Kungs - This Girl - Kungs Vs. Cookin' On 3 Burners,200,80,4,"","352,698","38,248,753"
Kodak Black - ZEZE,250,62,5,"","337,409","38,235,405"
Chris Brown - Go Crazy,331,1,10,"","262,434","38,221,357"
Taylor Swift - Karma,378,13,7,"","704,610","38,132,855"
Adele - When We Were Young,490,5,6,"","348,764","38,115,303"
MKTO - Classic,745,"",13,"","96,695","38,108,443"
Ariana Grande - Into You,428,"",15,"","225,677","38,076,246"
Post Malone - Goodbyes (Feat. Young Thug),305,13,5,"","371,745","37,996,208"
GAYLE - abcdefu,233,58,1,(x2),"313,807","37,874,146"
Zedd - Stay,252,42,5,"","361,734","37,853,698"
ZAYN - I Don’t Wanna Live Forever (Fifty Shades Darker),335,25,6,"","318,746","37,829,245"
Maroon 5 - Memories,324,9,8,"","270,880","37,824,755"
Ariana Grande - God is a woman,232,27,3,(x4),"426,694","37,693,152"
Snow Patrol - Chasing Cars,741,"",63,"","106,618","37,628,505"
Sleepy Hallow - 2055,398,"",17,"","193,458","37,618,496"
The Jackson 5 - Santa Claus Is Coming To Town,257,"",25,"","1,209,242","37,537,546"
Bruno Mars - That's What I Like,269,15,9,"","335,690","37,512,476"
Tion Wayne - I Dunno,310,14,7,"","275,944","37,332,088"
Meghan Trainor - Made You Look,235,32,3,(x2),"318,126","37,315,773"
Clean Bandit - I Miss You,260,36,3,(x1),"306,331","37,250,503"
Drake - Nonstop,320,10,1,(x1),"851,954","37,150,205"
Jax Jones - Where Did You Go?,280,28,8,"","251,356","37,147,193"
Bruno Mars - 24K Magic,302,25,7,"","314,805","37,030,051"
Beyoncé - BREAK MY SOUL,249,69,1,(x2),"550,357","36,888,507"
The White Stripes - Seven Nation Army,746,"",27,"","152,766","36,826,798"
Morgan Wallen - Last Night,412,"",26,"","138,397","36,756,920"
Avicii - Lonely Together,267,46,5,"","318,039","36,751,285"
Young T & Bugsey - Don't Rush,332,"",27,"","175,533","36,665,472"
Coldplay - Adventure of a Lifetime,451,31,5,"","223,937","36,661,754"
Zach Bryan - I Remember Everything,277,"",22,"","185,942","36,626,657"
Martin Garrix - In the Name of Love,294,49,5,"","313,284","36,556,799"
Fred again.. - adore u,257,34,6,"","332,044","36,513,541"
D-Block Europe - Ferrari Horses,390,"",11,"","230,256","36,506,946"
Childish Gambino - Redbone,567,"",36,"","178,765","36,492,222"
Tom Grennan - Little Bit of Love,348,1,10,"","253,717","36,454,137"
Sam Smith - How Do You Sleep?,237,28,6,"","327,707","36,451,849"
Carolina Gaitán - La Gaita - We Don't Talk About Bruno,209,80,1,(x47),"431,610","36,446,750"
d4vd - Romantic Homicide,382,"",19,"","153,985","36,395,642"
Juice WRLD - All Girls Are The Same,564,"",33,"","165,668","36,390,532"
Nat King Cole - The Christmas Song (Merry Christmas To You),204,"",20,"","1,366,879","36,383,932"
Sonny Fodera - Asking,301,"",15,"","198,951","36,172,251"
Jason Derulo - Tip Toe,248,24,5,"","294,492","36,171,660"
CKay - love nwantiti (ah ah ah),275,30,8,"","272,886","36,153,610"
Banx & Ranx - Answerphone,196,40,6,"","386,557","36,131,908"
Ed Sheeran - What Do I Know?,299,16,7,"","769,560","36,120,419"
DJ Khaled - GREECE,279,29,9,"","283,378","36,036,503"
The Weeknd - Save Your Tears,324,"",12,"","250,542","35,921,171"
Kygo - Firestone,523,29,8,"","186,146","35,801,803"
Jax Jones - Breathe,265,10,8,"","275,469","35,697,364"
Lil Tjay - F.N,589,"",71,"","87,466","35,592,384"
ZAYN - Dusk Till Dawn,229,70,4,"","307,608","35,370,551"
Anne-Marie - Don't Play,238,80,2,(x9),"347,685","35,361,704"
Maroon 5 - Sugar,519,72,4,"","209,082","35,273,905"
Luude - Down Under,276,73,3,(x2),"277,461","35,163,805"
Sia - Snowman,165,"",17,"","1,217,155","35,159,448"
Dave - No Words,291,"",12,"","235,949","35,136,231"
Drake - Jimmy Cooks,377,19,4,"","471,440","35,007,674"
Meek Mill - Going Bad,302,"",12,"","228,009","34,896,982"
Dua Lipa - Physical,253,29,3,(x4),"403,760","34,809,501"
"G-Eazy - Me, Myself & I",334,8,9,"","278,995","34,713,018"
Silk City - Electricity,259,53,5,"","352,518","34,711,474"
Jona Lewie - Stop The Cavalry,273,"",17,"","815,786","34,703,338"
Dermot Kennedy - Outnumbered,296,6,9,"","282,141","34,697,486"
Julia Michaels - Issues,295,"",13,"","298,968","34,642,605"
Maroon 5 - Don't Wanna Know,219,60,5,"","335,632","34,631,378"
Olivia Rodrigo - bad idea right?,247,44,3,(x2),"516,226","34,598,144"
Lizzo - Truth Hurts,328,"",29,"","179,899","34,542,903"
Demi Lovato - Sorry Not Sorry,292,22,7,"","281,206","34,523,724"
The Weeknd - I Feel It Coming,276,15,5,"","307,059","34,426,918"
Rita Ora - Let You Love Me,237,54,3,(x3),"336,192","34,418,214"
Lost Frequencies - Are You With Me,442,74,1,(x14),"287,738","34,393,042"
Martin Garrix - Scared to Be Lonely,251,5,10,"","305,302","34,363,176"
Dua Lipa - Break My Heart,242,50,5,"","356,463","34,351,312"
Dua Lipa - Houdini,200,8,2,(x1),"414,379","34,118,846"
Foo Fighters - Everlong,463,"",15,"","199,012","34,110,091"
Pretenders - 2000 Miles - 2007 Remaster,248,"",23,"","874,312","33,992,102"
Adele - Send My Love (To Your New Lover),334,26,4,"","290,498","33,899,354"
CamelPhat - Cola,365,"",18,"","244,736","33,867,847"
Mabel - Finders Keepers,268,16,7,"","275,426","33,766,891"
Ed Sheeran - Cross Me,187,52,5,"","577,035","33,746,047"
Central Cee - LET GO,238,50,3,(x8),"457,426","33,740,108"
TLC - No Scrubs,535,"",57,"","141,352","33,723,305"
Artemas - i like the way you kiss me,77,51,2,(x9),"601,696","33,714,513"
Mud - Lonely This Christmas,268,"",19,"","824,089","33,553,333"
Jess Glynne - Hold My Hand,585,47,4,"","243,179","33,534,041"
CJ - Whoopty,253,44,1,(x1),"242,762","33,524,702"
Harry Styles - Lights Up,286,9,4,"","364,283","33,513,584"
Harry Styles - Golden,411,"",27,"","229,270","33,420,888"
Nirvana - Smells Like Teen Spirit - Remastered,533,"",103,"","82,957","33,391,138"
Zara Larsson - I Would Like,247,40,3,(x4),"361,402","33,333,545"
B Young - Jumanji,281,"",14,"","234,157","33,271,716"
Harry Styles - Music For a Sushi Restaurant,267,35,3,(x2),"795,129","33,228,433"
Dennis Lloyd - Nevermind,287,"",29,"","200,038","33,209,121"
Sia - Cheap Thrills,352,12,8,"","279,656","33,134,757"
SwitchOTR - Coming for You,215,16,6,"","284,692","33,133,053"
Joel Corry - OUT OUT,272,3,8,"","269,024","33,087,094"
Little Mix - Woman Like Me,213,48,1,(x4),"379,976","33,086,194"
Arctic Monkeys - R U Mine?,628,"",46,"","131,993","33,063,660"
John Legend - All of Me,787,"",20,"","113,990","33,035,045"
A Boogie Wit da Hoodie - Swervin,375,"",24,"","186,065","32,987,365"
Cheat Codes - Sex,261,49,5,"","285,619","32,904,413"
Olly Alexander (Years & Years) - King,470,48,2,(x7),"234,516","32,798,776"
TV Girl - Lovers Rock,401,"",68,"","106,100","32,798,771"
Coldplay - Hymn for the Weekend,323,9,7,"","270,747","32,791,462"
Richy Mitch & The Coal Miners - Evergreen,276,"",20,"","194,287","32,747,158"
ATB - Your Love (9PM),241,5,9,"","271,921","32,707,066"
Ellie Goulding - Love Me Like You Do,420,49,1,(x15),"310,134","32,697,768"
Wilkinson - Afterglow,503,"",33,"","129,527","32,667,964"
Martin Solveig - Places,303,"",22,"","249,510","32,652,113"
Luude - Big City Life,281,"",13,"","217,019","32,642,957"
Drake - Rich Baby Daddy,218,"",12,"","235,874","32,595,960"
Mark Ronson - Nothing Breaks Like a Heart,256,32,6,"","273,789","32,582,453"
Regard - Secrets,239,17,9,"","299,454","32,577,279"
Becky Hill - My Heart Goes (La Di Da),311,"",14,"","227,541","32,505,867"
220 KID - Don’t Need Love,281,1,10,"","278,092","32,499,999"
Ed Sheeran - Don't,565,80,5,"","133,449","32,497,265"
Ed Sheeran - Supermarket Flowers,403,9,9,"","641,832","32,472,016"
Niall Horan - Slow Hands,248,"",12,"","347,811","32,465,587"
J Hus - Who Told You,154,48,2,(x21),"1,104,034","32,414,774"
Arctic Monkeys - When The Sun Goes Down,523,"",51,"","111,671","32,408,965"
Drake - Money In The Grave (Drake ft. Rick Ross),324,1,9,"","273,240","32,319,166"
Natasha Bedingfield - Unwritten,160,4,9,"","276,928","32,211,750"
Little Mix - Power,269,"",11,"","298,195","32,124,595"
Eminem - Stan,477,"",79,"","83,112","32,026,314"
Calvin Harris - My Way,210,41,6,"","310,325","32,017,880"
KSI - Holiday,240,29,2,(x6),"444,951","31,987,360"
Little Mix - Sweet Melody,246,19,6,"","264,958","31,971,416"
Justin Bieber - Intentions,211,44,5,"","371,730","31,947,422"
Kanye West - Flashing Lights,375,"",48,"","116,850","31,938,147"
Bebe Rexha - Meant to Be,324,"",13,"","282,304","31,934,026"
Jess Glynne - Don't Be so Hard on Yourself,418,48,3,(x4),"202,850","31,909,436"
The Vamps - All Night,310,"",11,"","262,832","31,831,854"
Mabel - Mad Love,205,3,9,"","318,025","31,814,575"
EO - German,209,"",11,"","276,167","31,689,473"
Snakehips - All My Friends,306,38,4,"","269,541","31,678,060"
Michael Marcagi - Scared To Start,138,26,9,"","351,073","31,611,510"
Diplo - Be Right There,379,5,10,"","197,014","31,600,673"
Jax Jones - All Day And Night - Jax Jones & Martin Solveig Present Europa,232,2,9,"","316,392","31,592,285"
Kanye West - I Love It (& Lil Pump),177,41,1,(x4),"518,910","31,450,454"
Camila Cabello - Bam Bam,236,32,6,"","257,886","31,448,707"
Khalid - Young Dumb & Broke,285,"",15,"","219,329","31,376,377"
Sam Smith - Have Yourself A Merry Little Christmas,266,"",20,"","727,362","31,317,346"
Rihanna - Needed Me,392,"",30,"","146,619","31,253,495"
Hugh Jackman - Come Alive,417,"",37,"","134,871","31,209,635"
Lizzo - 2 Be Loved (Am I Ready),326,"",21,"","168,225","31,134,466"
Stormzy - Crown,268,14,7,"","344,214","31,089,752"
Hugh Jackman - From Now On,425,"",42,"","128,616","31,055,620"
Arz - Alone With You,326,"",23,"","154,856","31,027,169"
Juice WRLD - Come & Go,283,9,3,(x2),"394,434","30,989,404"
JVKE - golden hour,308,"",21,"","147,860","30,927,516"
MK - Back & Forth,305,"",11,"","247,828","30,924,592"
Doja Cat - Streets,274,37,5,"","228,388","30,891,840"
Jorja Smith - Be Honest,213,9,10,"","280,338","30,874,793"
Robin Schulz - Sugar,462,"",19,"","152,492","30,873,094"
Big Shaq - Man's Not Hot,189,44,4,"","322,893","30,796,762"
Tion Wayne - IFTK,217,27,5,"","290,350","30,773,081"
Ariana Grande - 34+35,225,20,2,(x1),"442,209","30,757,915"
Selena Gomez - Wolves,224,11,7,"","275,607","30,593,270"
Rudimental - Lay It All on Me,312,22,7,"","212,716","30,509,973"
Freya Ridings - Lost Without You,347,"",13,"","213,412","30,460,446"
Drake - Girls Want Girls,240,33,1,(x6),"1,122,011","30,453,228"
Wes Nelson - See Nobody,231,37,5,"","277,785","30,417,713"
Sigala - Wish You Well,205,3,9,"","298,869","30,348,239"
David Guetta - 2U,159,54,6,"","433,847","30,338,236"
Adele - Rolling in the Deep,468,"",14,"","240,293","30,314,911"
Jason Derulo - Take You Dancing,271,"",13,"","226,129","30,251,726"
BANNERS - Someone To You,482,"",58,"","87,617","30,240,928"
Mimi Webb - Good Without,240,"",13,"","221,169","30,223,391"
Anne-Marie - PSYCHO,203,10,6,"","280,606","30,221,804"
Zach Bryan - Something in the Orange,336,"",46,"","136,804","30,189,483"
Drake - Rich Flex,192,26,1,(x1),"745,768","30,170,156"
Mr. Probz - Waves - Robin Schulz Radio Edit,628,8,10,"","104,512","30,079,932"
Taylor Swift - Blank Space,365,"",22,"","166,566","30,054,555"
Stefflon Don - Hurtin' Me,245,"",11,"","256,532","30,045,291"
Not3s - My Lover,249,"",12,"","251,616","29,930,011"
Ariana Grande - we can't be friends (wait for your love),88,42,2,(x3),"569,292","29,910,172"
SZA - Good Days,281,27,4,"","228,208","29,855,539"
Daryl Hall & John Oates - You Make My Dreams,491,"",50,"","125,171","29,817,443"
Clean Bandit - Rather Be,630,"",12,"","140,641","29,780,633"
Headie One - Both,278,"",15,"","255,894","29,716,083"
ArrDee - Flowers (Say My Name),202,15,3,(x1),"347,418","29,646,168"
"Ariana Grande - yes, and?",144,37,1,(x1),"791,733","29,640,376"
Jax Jones - This Is Real (ft. Ella Henderson),278,"",18,"","211,455","29,628,206"
Pop Smoke - The Woo,255,7,5,"","332,039","29,615,893"
D-Block Europe - Make You Smile,260,"",12,"","206,689","29,609,885"
Billy Gillies - DNA (Loving You),250,"",19,"","172,786","29,572,005"
Ed Sheeran - New Man,219,25,3,(x4),"840,150","29,511,946"
Stormzy - Shut Up,538,"",13,"","197,400","29,493,022"
J Balvin - Mi Gente,216,39,5,"","335,606","29,487,750"
Cat Burns - Go - goddard. Remix,237,3,8,"","266,414","29,362,483"
Arctic Monkeys - Mardy Bum,415,"",36,"","143,585","29,306,806"
Anne-Marie - Alarm,261,"",15,"","219,617","29,278,253"
Tom Zanetti - You Want Me,345,"",20,"","216,186","29,230,278"
Bruno Mars - Finesse - Remix; feat. Cardi B,217,35,5,"","309,559","29,165,303"
CNCO - Reggaetón Lento (Remix),216,21,9,"","275,973","29,148,237"
Clean Bandit - Tears,213,1,10,"","279,244","28,974,541"
Taylor Swift - Style,279,"",14,"","195,298","28,939,260"
Taylor Swift - Is It Over Now? (Taylor's Version) (From The Vault),175,29,1,(x5),"739,784","28,929,892"
DJ Snake - Middle,279,10,9,"","263,022","28,896,897"
Jonas Blue - By Your Side,262,"",15,"","231,737","28,849,720"
"Stormzy - Blinded By Your Grace, Pt. 2",278,"",15,"","201,485","28,773,070"
James Hype - Ferrari,255,3,9,"","243,474","28,756,057"
Lilly Wood and The Prick - Prayer in C - Robin Schulz Radio Edit,409,80,1,(x16),"187,078","28,726,458"
Boney M. - Mary's Boy Child / Oh My Lord,262,"",14,"","576,545","28,705,276"
D-Block Europe - Kitchen Kings,389,"",29,"","170,989","28,694,506"
Joji - Glimpse of Us,224,31,3,(x1),"398,139","28,656,348"
Nicki Minaj - Super Freaky Girl,190,52,4,"","323,599","28,649,288"
John Lennon - Happy Xmas (War Is Over) - Remastered,179,11,8,"","1,103,529","28,625,111"
Ed Sheeran - Merry Christmas,103,3,4,"","1,240,599","28,444,670"
Galantis - Runaway (U & I),513,39,6,"","208,173","28,432,760"
Dasha - Austin,98,23,8,"","460,939","28,399,101"
Anne-Marie - Ciao Adios,211,"",15,"","293,675","28,378,267"
David Guetta - Flames,214,"",13,"","281,940","28,372,138"
Taylor Swift - Lavender Haze,222,21,2,(x5),"1,043,118","28,341,409"
Selena Gomez - Lose You To Love Me,199,18,3,(x1),"397,432","28,335,647"
Jessie J - Bang Bang,525,63,3,(x1),"167,076","28,302,104"
Shawn Mendes - Mercy,288,"",17,"","198,145","28,263,357"
Ariana Grande - breathin,203,8,5,"","360,620","28,213,378"
Camila Cabello - Crying in the Club,221,"",12,"","268,750","28,203,688"
Lil Nas X - Old Town Road,174,27,5,"","336,581","28,075,363"
Rae Sremmurd - Black Beatles,185,45,1,(x6),"445,790","28,068,505"
Charlie Puth - We Don't Talk Anymore,301,"",14,"","212,050","28,034,868"
Miley Cyrus - Midnight Sky,225,"",13,"","218,035","28,012,345"
YNW Melly - Murder On My Mind,320,"",16,"","216,032","28,005,480"
Drake - Fair Trade,261,21,2,(x3),"1,029,264","27,981,485"
JP Saxe - If The World Was Ending,334,"",25,"","150,448","27,966,766"
Justin Bieber - Holy,233,6,8,"","250,362","27,926,368"
Ed Sheeran - Overpass Graffiti,266,14,4,"","448,687","27,911,752"
