Artist,Streams,Daily,As lead,Solo,As feature
AWOLNATION,"1,621.3",0.365,"1,582.5","1,477.9",38.8
Odetari,"1,620.6",3.190,"1,581.3",895.1,39.3
Nothing But Thieves,"1,618.7",0.817,"1,572.4","1,568.8",46.4
Judas Priest,"1,617.0",0.752,"1,617.0","1,617.0",""
Josylvio,"1,616.5",0.352,"1,018.5",448.2,598.0
The Verve,"1,616.2",0.813,"1,616.2","1,615.5",""
Baby Rasta,"1,615.6",1.246,123.6,10.5,"1,492.0"
K-391,"1,614.8",0.575,678.1,133.6,936.6
Mc Davi,"1,610.2",1.095,411.8,27.9,"1,198.5"
SLANDER,"1,609.9",0.687,"1,103.9",9.0,506.0
Zack Tabudlo,"1,609.8",1.179,"1,596.0","1,258.8",13.8
LiSA,"1,608.7",0.791,"1,534.5","1,471.6",74.1
Vacations,"1,608.4",1.853,"1,606.4","1,603.9",2.0
Hayley Williams,"1,606.0",0.549,242.5,237.4,"1,363.5"
Christopher von Uckermann,"1,605.9",0.804,3.8,3.8,"1,602.1"
Elefante,"1,605.6",1.001,"1,593.4","1,590.3",12.1
Christian Chávez,"1,604.9",0.794,13.8,6.2,"1,591.2"
DeJ Loaf,"1,603.2",0.968,928.5,356.8,674.7
Hariharan,"1,602.0",1.981,"1,068.1",452.9,534.0
Andy Williams,"1,601.7",0.156,"1,598.8","1,590.4",2.8
Montell Fish,"1,601.0",2.552,"1,535.0","1,483.5",66.0
New Order,"1,600.8",0.658,"1,600.8","1,587.7",""
Mobb Deep,"1,600.7",0.749,"1,432.1","1,171.7",168.6
SDP,"1,600.0",1.057,"1,505.1",711.7,95.0
Simple Minds,"1,599.6",0.794,"1,599.3","1,594.4",0.3
Steve Miller Band,"1,599.5",0.943,"1,594.5","1,594.5",5.0
shy martin,"1,595.5",0.205,538.4,506.8,"1,057.1"
Caetano Veloso,"1,595.4",0.668,"1,342.1",932.9,253.3
Bob Seger,"1,594.7",1.025,"1,556.8","1,553.0",38.0
Bonobo,"1,594.2",0.456,"1,523.7",996.2,70.5
Standly,"1,593.0",1.142,746.1,465.0,846.9
Janet Jackson,"1,592.8",0.738,"1,448.4","1,186.3",144.5
Adriel Favela,"1,591.9",0.663,"1,386.1",480.3,205.8
Seafret,"1,591.3",1.217,"1,587.0","1,386.1",4.3
Ricky Montgomery,"1,590.9",1.140,"1,495.7","1,421.1",95.3
Roy Woods,"1,590.8",0.307,"1,433.7",781.0,157.1
Boston,"1,590.3",0.776,"1,590.3","1,590.3",""
WIU,"1,590.2",2.234,967.6,480.2,622.6
Au/Ra,"1,589.2",0.454,662.3,450.2,926.9
Conrad Sewell,"1,588.4",0.331,214.8,205.7,"1,373.6"
Nine Inch Nails,"1,585.2",0.685,"1,574.6","1,562.3",10.6
Murda,"1,584.7",0.518,"1,103.0",262.3,481.7
James Brown,"1,584.1",0.647,"1,562.0","1,228.3",22.1
LUM!X,"1,582.8",1.022,789.2,4.5,793.6
BlocBoy JB,"1,582.2",0.154,"1,248.0",122.4,334.2
Tiziano Ferro,"1,578.9",0.506,"1,283.6","1,128.5",295.3
Chet Faker,"1,578.6",0.413,"1,130.9",911.9,447.7
Duncan Laurence,"1,578.4",0.810,"1,544.8","1,356.3",33.6
Heroes Del Silencio,"1,577.8",1.062,"1,577.8","1,570.6",""
Sticky Fingers,"1,575.7",0.559,"1,575.7","1,549.9",""
Aimyon,"1,574.5",1.043,"1,526.2","1,525.3",48.4
Eve,"1,572.7",0.822,874.1,275.8,698.6
Rush,"1,568.4",0.652,"1,568.4","1,539.3",""
Iron & Wine,"1,567.2",0.517,"1,481.6","1,423.1",85.6
Felipe Araújo,"1,566.9",0.342,"1,414.1",702.2,152.8
Fugees,"1,565.6",0.838,"1,563.6",53.2,2.0
The Paper Kites,"1,565.6",1.080,"1,565.6","1,419.8",""
Pesado,"1,561.6",0.948,"1,561.6","1,333.0",""
Emis Killa,"1,560.8",0.736,"1,168.2",592.0,392.5
Øneheart,"1,558.5",2.623,"1,515.6",435.1,42.9
Los Inquietos Del Norte,"1,557.2",1.388,"1,546.4","1,534.0",10.8
TAEYEON,"1,557.1",0.695,"1,419.5","1,306.2",137.6
Grateful Dead,"1,556.4",4.493,"1,551.6","1,513.8",4.8
Calle 24,"1,555.4",2.780,"1,004.5",204.8,550.9
Neon Trees,"1,554.8",0.841,"1,539.3","1,522.9",15.5
Djonga,"1,554.3",0.967,"1,281.2",39.5,273.1
Luchè,"1,553.4",0.642,920.0,621.7,633.4
LEA,"1,553.3",0.646,"1,104.1",728.6,449.2
Nightwish,"1,553.1",0.746,"1,553.1","1,552.1",""
Beach Bunny,"1,550.5",1.196,"1,537.7","1,510.5",12.8
A R I Z O N A,"1,550.3",0.171,"1,328.8","1,019.5",221.5
MONSTA X,"1,544.7",0.323,"1,483.1","1,349.4",61.5
Mikky Ekko,"1,544.6",0.868,185.2,166.4,"1,359.4"
JACKBOYS,"1,542.3",0.562,"1,542.3",37.8,""
Em Beihold,"1,539.2",1.493,442.3,442.3,"1,096.9"
Kool & The Gang,"1,538.6",0.807,"1,525.5","1,520.1",13.1
The Wanted,"1,537.0",0.549,"1,523.1","1,500.2",13.9
TheFatRat,"1,536.0",0.626,"1,520.0",682.1,16.0
CORPSE,"1,534.9",0.656,"1,360.3",660.7,174.7
MC Davo,"1,534.8",0.734,"1,053.0",359.5,481.9
Flo Milli,"1,534.1",2.282,994.5,878.9,539.6
Money Man,"1,533.1",1.074,"1,429.6",907.5,103.5
Gavin DeGraw,"1,532.5",0.318,"1,298.0","1,296.9",234.5
Péricles,"1,530.8",1.026,"1,153.9",898.0,376.9
The Prodigy,"1,530.0",0.595,"1,521.3","1,323.2",8.7
Omar Apollo,"1,529.7",0.917,"1,365.3","1,112.0",164.4
Abraham Mateo,"1,528.0",0.857,"1,021.3",209.9,506.8
Vald,"1,527.8",0.295,"1,168.1",951.1,359.7
Catfish and the Bottlemen,"1,526.6",0.545,"1,526.6","1,526.6",""
Racionais MC's,"1,526.1",1.346,"1,514.7","1,372.3",11.4
Snøw,"1,526.0",0.448,163.1,55.4,"1,362.9"
PXNDX,"1,525.3",0.843,"1,525.3","1,525.3",""
Modest Mouse,"1,524.8",0.497,"1,524.8","1,523.7",""
Sleeping With Sirens,"1,524.4",0.550,"1,517.5","1,442.2",6.9
Freddie Gibbs,"1,524.2",0.598,"1,149.5",260.9,374.6
Diana Ross,"1,520.9",0.648,"1,120.2",970.4,400.8
Jawsh 685,"1,520.8",0.283,"1,520.3",61.3,0.5
Ken Carson,"1,519.9",3.733,"1,328.0","1,162.4",191.9
EDEN,"1,519.7",0.247,"1,513.6","1,402.3",6.1
Cascada,"1,519.6",0.857,"1,485.6","1,243.7",34.0
Gabriela Rocha,"1,519.5",1.301,"1,166.1","1,017.6",353.4
Famous Dex,"1,519.3",0.186,"1,374.3",606.9,145.0
Alexis y Fido,"1,519.3",0.609,"1,219.1",729.3,300.2
Lil Xan,"1,519.1",0.159,"1,268.8","1,030.8",250.2
Tammi Terrell,"1,518.6",0.901,15.2,15.2,"1,503.4"
Fleet Foxes,"1,518.2",0.452,"1,449.8","1,448.3",68.4
Theory of a Deadman,"1,517.7",0.460,"1,516.9","1,493.9",0.7
Chino & Nacho,"1,517.6",0.652,"1,415.3",475.9,102.3
Scooter,"1,517.5",0.776,"1,422.1","1,168.7",95.4
The Marías,"1,517.4",1.436,"1,015.8",967.9,501.6
A Great Big World,"1,516.9",0.296,"1,494.9",371.6,21.9
Paulina Rubio,"1,516.1",0.721,"1,150.9","1,008.9",365.2
FLETCHER,"1,515.6",0.792,"1,248.6",993.8,267.0
Andy Rivera,"1,510.9",0.820,"1,202.7",473.3,308.1
In Flames,"1,510.0",0.537,"1,467.1","1,467.1",42.9
Supernova Ent,"1,509.7",3.054,1.3,"","1,508.3"
Leo Dan,"1,509.6",1.438,"1,508.8",979.3,0.8
Lauren Alaina,"1,509.1",0.509,481.3,375.0,"1,027.8"
Gregory Alan Isakov,"1,507.7",1.072,"1,493.6","1,493.6",14.0
Twista,"1,507.0",0.650,799.9,255.1,707.2
Taiu,"1,505.8",1.650,538.9,"",967.0
Pinkfong,"1,505.4",0.995,"1,498.7","1,477.5",6.7
mxmtoon,"1,504.5",0.511,954.5,923.5,550.0
Al Green,"1,503.6",0.708,"1,466.7","1,426.5",36.9
cakal,"1,502.1",1.328,"1,189.2",775.1,312.9
Dirty Heads,"1,501.4",0.615,"1,480.2","1,134.6",21.2
Jamule,"1,501.1",0.330,905.4,580.8,595.6
James Morrison,"1,500.5",0.378,"1,456.8","1,071.7",43.7
Lecrae,"1,500.2",0.579,"1,086.3",372.1,413.9
TIAGO IORC,"1,499.1",0.477,"1,163.3","1,021.2",335.8
Lijpe,"1,498.2",0.525,954.5,695.6,543.7
Surf Curse,"1,496.7",0.970,"1,496.7","1,487.9",""
Bob Sinclar,"1,494.8",1.655,"1,427.6",187.8,67.2
Kansas,"1,494.8",1.155,"1,494.8","1,489.8",""
Jonita Gandhi,"1,494.0",1.250,97.5,42.5,"1,396.5"
Bruno Major,"1,493.4",0.592,"1,479.3","1,479.3",14.0
The Piano Guys,"1,492.8",0.374,"1,468.8","1,412.8",24.0
1nonly,"1,492.0",0.978,"1,404.8",667.6,87.2
MAMAMOO,"1,491.5",0.380,"1,488.3","1,449.5",3.2
Thousand Foot Krutch,"1,490.9",0.712,"1,490.9","1,469.5",""
Grupo Niche,"1,489.6",1.238,"1,489.3","1,484.0",0.3
Placebo,"1,489.6",0.587,"1,489.6","1,438.7",""
Fedez,"1,487.9",0.375,952.7,292.0,535.2
Axwell,"1,487.7",0.545,420.0,121.9,"1,067.7"
Mahalini,"1,486.9",2.635,"1,464.5","1,287.9",22.4
Sofi Tukker,"1,486.6",0.951,"1,024.0",558.6,462.6
Crystal Castles,"1,485.5",1.480,"1,485.5","1,217.0",""
Daughtry,"1,484.8",0.625,"1,480.0","1,451.9",4.8
Edgardo Nuñez,"1,484.2",2.415,606.7,449.6,877.5
Whethan,"1,483.2",1.109,"1,045.5",10.6,437.7
Silvestre Dangond,"1,483.0",1.109,"1,271.5",470.1,211.5
Project Pat,"1,481.7",0.711,305.7,165.1,"1,176.0"
Lefty Sm,"1,481.6",2.045,"1,210.7",512.7,270.9
Billy Talent,"1,481.0",0.533,"1,481.0","1,467.2",""
GAYLE,"1,480.7",0.463,"1,407.1","1,384.5",73.7
Motive,"1,480.1",1.720,"1,246.8",960.9,233.4
Fernando & Sorocaba,"1,479.7",0.657,"1,163.5",636.9,316.2
Leto,"1,479.7",0.756,908.5,393.0,571.2
ROZES,"1,477.8",0.309,130.6,95.2,"1,347.2"
S. P. Balasubrahmanyam,"1,476.5",1.978,897.2,317.3,579.3
Hoobastank,"1,476.2",0.732,"1,462.0","1,460.3",14.2
Lucas & Steve,"1,476.0",0.260,985.1,405.5,490.9
Luar La L,"1,474.3",2.502,590.6,465.9,883.7
Maverick City Music,"1,473.8",1.357,"1,019.5",19.0,454.2
Motörhead,"1,472.3",0.644,"1,319.5","1,314.4",152.8
Comethazine,"1,472.2",0.293,"1,470.4","1,323.6",1.8
Rochak Kohli,"1,469.4",1.207,833.6,7.7,635.8
Molotov,"1,468.1",0.773,"1,463.0","1,429.5",5.1
NEEDTOBREATHE,"1,467.7",0.436,"1,432.4","1,173.9",35.3
K CAMP,"1,467.2",0.274,"1,191.5",830.2,275.7
Killer Mike,"1,466.6",0.470,200.8,44.1,"1,265.8"
Mariah Angeliq,"1,466.5",0.461,289.6,137.7,"1,176.9"
Motionless In White,"1,465.0",1.098,"1,438.9","1,250.1",26.1
The Mamas & The Papas,"1,464.4",1.481,"1,462.8","1,462.5",1.6
Zola,"1,460.8",0.987,"1,432.3","1,063.8",28.5
Ayra Starr,"1,460.4",5.431,688.4,624.4,772.0
HUGEL,"1,459.2",1.281,756.4,106.9,702.8
BANNERS,"1,459.1",0.547,"1,448.1","1,405.0",11.0
Rich Music LTD,"1,458.2",0.552,"1,458.2","",""
Tz da Coronel,"1,457.6",1.991,867.6,1.7,590.0
Omah Lay,"1,455.3",1.481,979.1,809.5,476.3
Bipolar Sunshine,"1,455.2",0.320,76.9,55.4,"1,378.3"
Little Big Town,"1,454.6",0.497,"1,304.8","1,288.5",149.8
Dei V,"1,454.1",7.028,557.5,290.1,896.6
Projota,"1,453.8",0.341,"1,335.6",875.8,118.2
CAPO,"1,451.0",0.598,818.6,463.8,632.4
Royal Blood,"1,450.1",0.429,"1,442.3","1,434.5",7.8
Shankar-Ehsaan-Loy,"1,449.5",1.672,"1,400.8",13.3,48.7
JJ Lin,"1,449.3",0.659,"1,385.5","1,210.8",63.7
Guru Randhawa,"1,448.6",1.008,"1,357.5",280.0,91.1
Lifehouse,"1,447.8",0.567,"1,447.8","1,392.1",""
Vicetone,"1,445.3",0.461,"1,339.2",262.4,106.1
Brendon Urie,"1,444.3",0.433,"","","1,444.3"
Elle King,"1,444.2",0.469,"1,116.3",880.9,328.0
Plain White T's,"1,439.1",0.502,"1,439.1","1,439.1",""
Benny Dayal,"1,438.7",1.515,539.3,91.3,899.4
Yann Tiersen,"1,437.7",0.511,"1,437.2","1,388.9",0.6
O Rappa,"1,437.0",0.912,"1,437.0","1,380.8",""
Roy Orbison,"1,436.9",1.107,"1,430.5","1,351.5",6.4
Zezé Di Camargo & Luciano,"1,436.3",1.330,"1,274.7","1,225.9",161.6
Sagopa Kajmer,"1,436.3",0.943,"1,358.0","1,226.2",78.3
Hov1,"1,436.2",1.100,"1,436.2","1,198.8",""
Sheila On 7,"1,435.5",1.582,"1,435.5","1,435.5",""
EARTHGANG,"1,434.2",0.373,552.3,250.0,881.9
R. City,"1,433.8",0.659,"1,079.8",32.0,354.0
Xzibit,"1,431.9",0.668,518.0,280.2,913.8
Bone Thugs-N-Harmony,"1,431.7",0.776,"1,288.3",917.8,143.4
Bakermat,"1,431.2",1.162,"1,299.1",891.4,132.1
Run–D.M.C.,"1,430.8",0.513,"1,430.5",526.9,0.2
Lil' Kim,"1,430.4",0.507,402.8,279.6,"1,027.6"
Social House,"1,430.3",0.514,547.9,66.7,882.4
Adolescent's Orquesta,"1,428.7",1.587,"1,428.7","1,427.9",""
MadMan,"1,428.5",0.429,705.2,370.5,723.3
CeeLo Green,"1,427.5",0.617,902.8,768.4,524.7
The Wiggles,"1,427.0",1.012,"1,418.9","1,374.4",8.1
Yng Lvcas,"1,426.1",1.412,"1,378.3",307.3,47.9
Tony Bennett,"1,424.7",0.313,"1,394.1",574.7,30.5
Xavier Wulf,"1,423.9",1.377,"1,317.0","1,111.1",107.0
Retrib,"1,423.3",0.009,"1,177.6",129.0,245.7
Hopsin,"1,422.8",0.249,"1,251.8","1,090.2",171.0
Men I Trust,"1,422.1",1.228,"1,422.1","1,368.2",""
Mura Masa,"1,421.6",0.301,"1,292.1",180.8,129.5
K.I.Z,"1,421.2",0.499,"1,318.7","1,028.2",102.5
Josh Turner,"1,420.3",0.651,"1,409.4","1,354.1",10.9
Modern Talking,"1,419.6",1.728,"1,419.6","1,321.3",""
Russell Dickerson,"1,419.0",0.367,"1,318.5","1,143.1",100.4
Maneva,"1,418.2",1.331,"1,377.1","1,168.8",41.1
Sub Urban,"1,417.3",0.616,"1,390.8",860.2,26.5
Rachel Platten,"1,416.7",0.380,"1,401.8","1,384.9",14.8
Rocco Hunt,"1,416.1",0.563,"1,087.9",397.2,328.2
Beny Jr,"1,415.4",2.514,984.3,400.2,431.1
Fito Paez,"1,414.4",0.707,"1,350.9","1,208.4",63.5
Jadakiss,"1,414.0",0.784,258.1,67.3,"1,155.9"
Brenda Lee,"1,412.0",0.177,"1,411.9","1,411.6",0.2
Colby O'Donis,"1,411.4",0.880,75.0,15.2,"1,336.4"
María José,"1,409.1",0.675,"1,236.3",942.9,172.8
Aqua,"1,405.9",0.875,924.2,891.5,481.7
ItaloBrothers,"1,405.3",0.366,"1,326.1","1,146.3",79.3
NATHY PELUSO,"1,404.8",0.636,698.7,666.3,706.0
Neto Peña,"1,404.3",0.883,518.0,213.0,886.3
Jão,"1,403.7",0.764,"1,286.7","1,202.2",117.0
Haze,"1,403.5",1.329,511.4,"",892.2
Slayer,"1,402.3",0.771,"1,402.3","1,398.7",""
Pashanim,"1,402.1",1.683,"1,293.6","1,165.0",108.5
Lloyd,"1,401.7",0.652,813.8,341.8,587.9
Ray LaMontagne,"1,400.3",0.395,"1,400.3","1,281.6",""
Simone Mendes,"1,399.1",5.543,741.0,736.8,658.1
Zeeba,"1,398.6",0.882,129.8,92.1,"1,268.7"
RZA,"1,398.4",0.467,48.9,38.2,"1,349.4"
Shouse,"1,398.0",0.707,"1,397.7",714.2,0.2
The Alchemist,"1,396.8",1.454,579.9,93.7,816.9
Faith Evans,"1,396.6",0.588,396.0,313.0,"1,000.6"
Brandy,"1,396.5",0.650,"1,134.1",590.4,262.4
Los Rieleros Del Norte,"1,394.6",2.271,"1,389.0","1,382.3",5.6
Ovi,"1,394.6",1.097,641.2,34.9,753.4
Fito y Fitipaldis,"1,394.4",0.680,"1,290.4","1,238.0",103.9
Dan Caplen,"1,394.0",0.384,60.8,32.3,"1,333.3"
Karthik,"1,394.0",1.796,687.7,218.3,706.4
"Héctor ""El Father""","1,393.8",1.262,962.8,344.6,431.0
Lizzy McAlpine,"1,393.3",1.606,"1,271.4","1,131.0",121.8
Skank,"1,393.0",0.727,"1,393.0","1,293.3",""
FIFTY FIFTY,"1,392.6",1.314,"1,392.6","1,339.3",""
Nagalli,"1,392.2",3.128,115.1,"","1,277.1"
Gorgon City,"1,391.8",0.622,"1,061.7",171.4,330.2
Killswitch Engage,"1,391.4",0.540,"1,295.4","1,259.1",96.0
Fireboy DML,"1,390.2",1.468,"1,151.0",548.8,239.2
Interpol,"1,389.6",0.531,"1,389.6","1,377.3",""
LX,"1,389.0",0.431,597.5,95.0,791.5
Eric Bellinger,"1,388.3",0.441,"1,185.9",344.6,202.3
Slim Jxmmi,"1,386.1",0.155,0.7,"","1,385.4"
DELLAFUENTE,"1,386.0",1.154,957.8,404.8,428.2
sanah,"1,384.8",0.869,"1,272.0",918.3,112.8
Patricio Rey y sus Redonditos de Ricota,"1,381.9",0.764,"1,381.9","1,381.9",""
Eduardo Costa,"1,381.5",1.074,933.3,801.4,448.2
Panteon Rococo,"1,381.3",0.611,"1,326.8","1,055.1",54.4
Jonna Fraser,"1,379.8",0.489,628.5,137.6,751.3
Third Eye Blind,"1,379.2",0.582,"1,379.2","1,377.5",""
Emir Can İğrek,"1,379.1",0.971,"1,252.1","1,230.1",127.0
AK AUSSERKONTROLLE,"1,379.0",0.620,"1,126.6",620.6,252.4
Amit Trivedi,"1,378.9",1.200,"1,233.1",341.4,145.8
Daughter,"1,378.1",0.328,"1,377.6","1,375.9",0.4
Darkiel,"1,377.8",0.787,349.2,195.5,"1,028.5"
Quebonafide,"1,377.3",0.621,765.2,174.0,612.2
Men At Work,"1,376.7",1.274,"1,376.7","1,376.7",""
Massive Attack,"1,376.1",0.537,"1,358.3",677.4,17.7
Malik Montana,"1,375.5",0.935,926.4,280.1,449.1
Kaaris,"1,374.1",0.709,"1,171.7",880.7,202.4
DannyLux,"1,373.4",1.642,532.5,486.6,841.0
DVBBS,"1,372.9",0.291,"1,073.2",134.5,299.7
Lagum,"1,371.3",0.786,"1,287.6",819.4,83.7
Vasco Rossi,"1,370.9",0.828,"1,366.9","1,352.9",4.0
Tiara Andini,"1,370.1",3.362,"1,185.1",962.9,185.0
Helene Fischer,"1,369.1",0.728,"1,247.4","1,056.3",121.7
G. V. Prakash,"1,367.3",1.466,"1,242.6",137.1,124.7
112,"1,366.1",0.605,671.6,486.3,694.5
Yeah Yeah Yeahs,"1,365.7",0.586,"1,365.7",918.7,""
TobyMac,"1,365.7",0.669,983.7,622.5,382.0
Bizzey,"1,365.5",0.360,707.7,23.2,657.7
Pancho Barraza,"1,365.4",0.811,"1,226.7",805.3,138.7
Vulgo FK,"1,364.0",1.529,571.2,3.3,792.8
Louis The Child,"1,363.8",0.234,"1,140.1",56.9,223.7
Matheus Fernandes,"1,363.7",0.652,786.1,127.3,577.5
Di Propósito,"1,363.4",0.802,721.6,335.7,641.8
Phantogram,"1,361.6",0.584,"1,321.9",949.2,39.7
Gilberto Santa Rosa,"1,359.2",0.847,"1,124.5","1,066.8",234.7
Gipsy Kings,"1,359.0",0.869,"1,118.5","1,101.8",240.5
John Mellencamp,"1,358.8",0.706,"1,358.8","1,331.5",""
Sam Fender,"1,357.1",0.788,"1,310.2","1,282.0",46.9
Eve,"1,356.3",0.885,"1,349.9","1,261.0",6.4
Father John Misty,"1,355.9",1.250,"1,091.6","1,091.1",264.4
Bishop Briggs,"1,355.6",0.403,"1,259.6","1,229.6",95.9
Elvis Crespo,"1,355.6",0.670,837.3,662.6,518.2
Tujamo,"1,354.3",0.356,968.5,520.7,385.9
Atif Aslam,"1,354.1",2.868,"1,177.7",277.3,176.4
A$AP Mob,"1,353.1",0.219,"1,341.4",14.9,11.7
HRVY,"1,352.9",0.219,786.8,622.0,566.2
Staind,"1,352.2",0.612,"1,352.2","1,352.2",""
Paloma Mami,"1,351.6",0.506,719.7,700.1,632.0
Sevn Alias,"1,350.6",0.223,767.3,367.5,583.4
Koe Wetzel,"1,350.2",2.351,"1,303.0","1,240.2",47.2
Shindy,"1,348.5",0.363,"1,126.5",801.1,222.0
DAY6,"1,348.2",0.688,"1,348.2","1,348.2",""
Nando Reis,"1,348.0",0.560,"1,020.4",641.7,327.6
Aimer,"1,347.8",0.663,"1,232.7","1,173.5",115.2
Perera DJ,"1,346.7",1.185,91.8,"","1,254.9"
Riley Green,"1,346.7",1.632,"1,264.6","1,168.6",82.1
Rob Zombie,"1,346.1",0.994,"1,341.1","1,276.4",5.0
Javed Ali,"1,346.1",1.491,588.5,418.7,757.5
Alvaro Diaz,"1,346.1",5.640,962.7,263.3,383.4
Fredo,"1,345.7",0.409,665.8,420.6,679.9
Joe Cocker,"1,345.0",0.588,"1,276.9",952.9,68.0
Loredana,"1,343.4",0.193,986.4,430.0,357.0
Yorushika,"1,342.6",1.733,"1,342.6","1,342.6",""
Ludwig van Beethoven,"1,342.5",0.677,"1,341.1","",1.3
Tay-K,"1,341.9",0.601,"1,341.9","1,090.6",""
Hindia,"1,340.7",1.829,"1,314.2","1,106.6",26.4
CamelPhat,"1,340.4",0.739,"1,112.1",76.4,228.3
Boosie Badazz,"1,339.3",0.605,813.3,440.9,526.1
Edward Sharpe & The Magnetic Zeros,"1,337.7",0.533,"1,337.3","1,337.3",0.4
Dayglow,"1,335.7",0.585,"1,335.2","1,334.0",0.4
Tribo da Periferia,"1,335.3",1.070,"1,302.6","",32.8
Cultura Profética,"1,335.2",0.464,"1,190.7","1,174.7",144.5
Boza,"1,334.7",0.447,"1,183.7",920.4,151.0
Remmy Valenzuela,"1,334.0",0.850,"1,291.8","1,290.2",42.2
Carlos Baute,"1,331.6",0.484,"1,239.9",278.2,91.7
Our Last Night,"1,330.0",0.448,"1,303.6","1,178.5",26.4
Clinton Kane,"1,329.6",0.419,"1,060.2","1,060.2",269.4
Chase Rice,"1,329.5",0.293,"1,294.8","1,083.4",34.6
Indila,"1,328.7",1.502,"1,236.0","1,188.9",92.7
BANKS,"1,328.2",0.183,"1,234.5","1,112.6",93.7
Fuego,"1,328.2",0.443,"1,097.1",385.2,231.1
Kendo Kaponi,"1,326.8",0.484,250.0,101.6,"1,076.8"
Hillsong Young & Free,"1,326.8",0.374,"1,269.9",312.0,56.9
Connor Price,"1,325.5",2.178,"1,101.2",357.1,224.3
Fiersa Besari,"1,325.1",0.994,914.5,707.2,410.6
AOA,"1,321.8",0.418,275.1,272.1,"1,046.7"
Ina Wroldsen,"1,320.6",0.230,636.7,196.6,683.9
Benny Benassi,"1,320.2",0.790,743.4,25.0,576.9
Anson Seabra,"1,320.2",0.465,"1,315.7","1,307.0",4.5
Mecano,"1,319.8",0.915,"1,319.8","1,319.8",""
First Aid Kit,"1,319.5",0.325,"1,254.7","1,245.7",64.8
Ol' Dirty Bastard,"1,317.9",0.545,459.2,282.3,858.7
Robyn,"1,317.9",0.293,"1,137.2",978.8,180.6
Murda Beatz,"1,316.8",0.229,81.9,"","1,235.0"
Auli'i Cravalho,"1,316.4",0.658,867.5,738.4,448.9
Nadin Amizah,"1,315.9",2.159,"1,135.4","1,127.9",180.5
Jorge Drexler,"1,315.2",0.502,995.1,834.9,320.1
Royal Philharmonic Orchestra,"1,315.1",0.547,191.0,168.0,"1,124.1"
BloodPop®,"1,314.5",0.208,1.0,1.0,"1,313.6"
Michael Kiwanuka,"1,314.0",0.637,"1,291.9","1,224.0",22.1
Yung Lean,"1,313.1",0.599,"1,172.0",978.7,141.1
Mabel Matiz,"1,311.7",1.583,"1,129.5","1,027.4",182.2
Rosa Linn,"1,311.1",1.176,"1,309.9","1,201.9",1.2
The Animals,"1,309.0",0.707,"1,309.0","1,301.7",""
Kool Savas,"1,309.0",0.401,"1,015.0",334.0,294.0
Einár,"1,308.2",0.568,860.5,567.3,447.7
Duman,"1,307.8",0.675,"1,307.8","1,307.8",""
Vegedream,"1,307.6",0.553,"1,051.2",699.7,256.4
Sabrina Claudio,"1,305.5",0.356,"1,142.8",860.2,162.7
¥$,"1,305.4",3.479,"1,305.4","",""
Siddhartha,"1,305.2",0.929,"1,292.2","1,116.9",13.0
Cedric Gervais,"1,305.1",0.395,163.5,29.4,"1,141.7"
Luck Ra,"1,304.7",2.843,"1,072.4",129.9,232.3
"Hank Williams, Jr.","1,304.6",0.814,"1,221.3","1,136.8",83.4
HVME,"1,304.6",0.395,531.2,515.6,773.4
Bugzy Malone,"1,303.7",0.471,851.9,557.6,451.8
Sebastian Ingrosso,"1,303.3",0.346,528.8,41.8,774.5
Emily Warren,"1,301.2",0.146,23.8,22.2,"1,277.4"
Justin Moore,"1,300.6",0.504,"1,218.1","1,122.2",82.5
Lanek,"1,300.1",0.546,37.5,4.4,"1,262.6"
Neck Deep,"1,298.6",0.600,"1,294.4","1,222.8",4.2
Grupo Revelação,"1,298.3",0.864,"1,191.8","1,091.9",106.5
Big Time Rush,"1,298.1",0.464,"1,298.1","1,117.7",""
Casting Crowns,"1,297.5",0.549,"1,297.5","1,153.8",""
El Cuarteto De Nos,"1,296.7",1.305,"1,296.7","1,296.7",""
reezy,"1,295.9",1.511,970.2,685.6,325.7
Mijares,"1,295.6",0.633,"1,173.7","1,067.3",121.9
MHD,"1,292.0",0.442,"1,008.4",738.8,283.7
Håkan Hellström,"1,291.4",0.376,"1,191.5","1,121.6",99.9
Ivete Sangalo,"1,290.7",0.455,923.4,516.6,367.2
Sofiane,"1,290.1",0.356,620.3,410.5,669.8
Only The Family,"1,289.8",0.607,"1,181.7","",108.1
Mike Williams,"1,289.4",0.178,636.1,216.2,653.3
Diana Krall,"1,288.6",0.368,"1,165.1",968.9,123.5
Fernandinho,"1,287.5",1.036,"1,148.9",937.9,138.6
The Bangles,"1,287.3",0.457,"1,287.3","1,287.3",""
Francesco Yates,"1,287.0",0.425,40.9,40.4,"1,246.1"
Werenoi,"1,286.5",3.077,"1,207.9",875.3,78.5
KITSCHKRIEG,"1,286.4",0.279,449.4,0.5,837.0
The Cars,"1,285.6",0.672,"1,285.6","1,285.4",""
GOT7,"1,284.1",0.287,"1,284.1","1,267.7",""
Dawid Podsiadło,"1,283.5",0.630,821.3,775.4,462.2
Kasabian,"1,283.3",0.364,"1,278.5","1,272.5",4.8
Los Acosta,"1,282.8",0.953,"1,137.9","1,137.9",144.8
Omarion,"1,282.0",0.315,"1,054.4",392.1,227.6
Barry White,"1,281.5",0.654,"1,243.1","1,232.9",38.4
Vigiland,"1,281.3",0.141,"1,171.2",614.9,110.1
Gaab,"1,280.5",0.691,470.7,179.1,809.8
