Artist,Streams,Daily,As lead,Solo,As feature
Brray,"2,992.7",2.396,462.9,53.0,"2,529.8"
Dadju,"2,991.0",1.893,"2,053.7","1,089.8",937.3
keshi,"2,990.9",1.708,"2,821.5","2,788.3",169.4
Tinashe,"2,978.8",1.638,"1,573.3",671.8,"1,405.5"
Cavetown,"2,976.6",1.130,"2,856.8","2,768.0",119.8
Willie Nelson,"2,976.0",1.751,"1,381.7","1,067.7","1,594.3"
V,"2,971.8",5.550,"2,874.0","2,627.1",97.8
Gustavo Mioto,"2,968.3",1.943,"2,363.6","1,184.1",604.7
3 Doors Down,"2,967.7",1.309,"2,966.1","2,813.8",1.7
Gazo,"2,965.7",2.999,"1,546.8",848.5,"1,418.9"
Ghost,"2,962.2",1.826,"2,962.2","2,929.4",""
Salmo,"2,959.0",1.331,"1,839.9","1,022.0","1,119.1"
MC Kevin o Chris,"2,957.7",1.932,"1,904.8",631.0,"1,053.0"
Quinn XCII,"2,957.2",0.615,"2,080.5","1,427.4",876.7
Goodboys,"2,955.6",1.035,135.8,104.3,"2,819.7"
Pedro Capó,"2,953.1",0.878,"1,673.0",389.1,"1,280.1"
Milo j,"2,950.5",5.705,"1,193.5",993.9,"1,757.0"
PNAU,"2,945.2",1.572,790.7,61.2,"2,154.5"
CRO,"2,944.6",1.527,"2,504.8","2,116.5",439.8
Yuridia,"2,934.5",2.539,"2,677.0","1,941.7",257.5
Of Monsters and Men,"2,923.1",0.941,"2,923.1","2,910.2",""
Method Man,"2,920.7",1.198,720.5,203.5,"2,200.2"
Guilherme & Benuto,"2,918.3",2.843,"2,327.1",904.3,591.2
Rich Brian,"2,911.8",0.806,"1,548.5","1,000.0","1,363.3"
Mike WiLL Made-It,"2,910.2",1.158,"2,063.4",0.6,846.8
PLK,"2,907.7",2.897,"2,181.2","1,562.3",726.4
Kelsea Ballerini,"2,903.2",0.841,"2,070.5","1,667.7",832.7
Israel & Rodolffo,"2,901.5",1.374,"2,608.5","1,199.6",293.0
d4vd,"2,901.2",4.660,"2,864.4","2,827.4",36.8
Ali Gatie,"2,899.5",0.792,"2,640.6","2,431.6",259.0
Dido,"2,892.9",2.852,"1,486.4","1,448.6","1,406.5"
Mother Mother,"2,890.8",1.582,"2,890.8","2,889.6",""
AP Dhillon,"2,885.6",1.986,"2,764.5",543.6,121.0
KYLE,"2,885.5",0.403,"2,699.4",639.3,186.1
Miranda Lambert,"2,885.2",0.982,"2,186.6","1,983.0",698.6
Marilyn Manson,"2,883.6",1.133,"2,804.1","2,798.1",79.5
Canserbero,"2,882.8",4.674,"2,777.6","2,289.8",105.2
Kylie Minogue,"2,882.2",1.596,"2,573.1","2,286.3",309.1
Ke Personajes,"2,879.3",3.203,"1,688.0","1,222.7","1,191.3"
WALK THE MOON,"2,879.1",1.562,"2,842.5","2,829.0",36.6
The Goo Goo Dolls,"2,878.2",1.835,"2,878.2","2,872.3",""
IU,"2,871.0",1.715,"2,513.8","1,916.4",357.2
Mary J. Blige,"2,869.3",1.363,"2,148.4","1,606.3",720.9
Naps,"2,866.5",1.532,"1,870.1",965.4,996.4
YUNGBLUD,"2,865.2",1.152,"1,925.2","1,429.5",940.0
M83,"2,862.5",1.355,"2,846.1","2,607.6",16.4
Alice In Chains,"2,862.3",1.674,"2,854.7","2,854.2",7.5
Ashanti,"2,861.6",1.532,"1,059.4",885.6,"1,802.2"
Sade,"2,861.4",2.498,"2,861.4","2,832.0",""
Rascal Flatts,"2,857.7",1.043,"2,772.0","2,717.9",85.7
Mötley Crüe,"2,855.0",1.382,"2,840.3","2,802.3",14.7
Ferrugem,"2,854.5",2.002,"1,934.9","1,510.5",919.7
Fergie,"2,854.2",1.052,"2,589.6","1,146.9",264.6
Oscar Maydon,"2,853.3",10.195,"1,905.7",212.7,947.6
John Newman,"2,851.2",1.088,"1,116.2","1,027.5","1,735.0"
Bethel Music,"2,851.2",1.281,"2,851.2",311.4,""
Darshan Raval,"2,849.0",3.573,"2,219.5","1,716.3",629.5
Annie Lennox,"2,848.5",1.803,834.3,827.6,"2,014.3"
R. Kelly,"2,842.9",0.722,"2,073.2","1,597.2",769.7
Intocable,"2,841.0",1.686,"2,739.8","2,733.1",101.3
a-ha,"2,833.5",1.649,"2,833.5","2,820.9",""
Sleeping At Last,"2,831.1",0.958,"2,822.6","2,817.5",8.5
The Clash,"2,827.1",1.486,"2,827.1","2,826.9",""
Tee Grizzley,"2,814.4",1.183,"2,391.4","1,163.1",423.1
Los Dos Carnales,"2,813.0",2.007,"2,028.4","1,944.0",784.6
Ghostemane,"2,811.7",1.122,"2,648.2","1,928.4",163.5
Don Diablo,"2,804.8",0.747,"1,876.1",620.5,928.7
Tulus,"2,795.1",2.431,"2,648.0","2,648.0",147.1
Koba LaD,"2,784.6",1.013,"2,199.4","1,120.4",585.3
Hardwell,"2,778.5",0.826,"2,177.9",221.3,600.6
Sin Bandera,"2,776.5",1.612,"2,557.1","2,505.3",219.4
Sid Sriram,"2,772.1",2.521,"1,517.0",597.0,"1,255.1"
Travis Barker,"2,770.2",0.733,106.9,"","2,663.3"
Astrid S,"2,769.0",0.535,"1,970.7","1,755.2",798.2
Beret,"2,767.7",1.133,"2,318.2","1,695.5",449.5
Carla Morrison,"2,767.0",1.729,"2,120.3","2,037.1",646.8
Summer Cem,"2,765.6",0.954,"1,356.6",489.5,"1,408.9"
Queens of the Stone Age,"2,760.5",1.241,"2,760.5","2,760.2",""
Colbie Caillat,"2,760.1",0.763,"1,960.2","1,897.9",799.9
Two Feet,"2,756.8",1.128,"2,620.6","2,555.8",136.2
Oh Wonder,"2,756.0",0.817,"1,542.8","1,541.5","1,213.2"
Vintage Culture,"2,756.0",1.664,"1,560.8",101.8,"1,195.2"
Desiigner,"2,751.9",0.330,"2,147.0","1,985.2",604.9
Two Door Cinema Club,"2,751.7",1.288,"2,748.5","2,690.6",3.2
MAX,"2,750.8",0.933,"1,871.0",468.4,879.7
Nick Jonas,"2,750.6",0.469,"2,655.3","1,494.2",95.2
Chayanne,"2,750.0",2.093,"2,739.1","2,528.8",10.9
John Lennon,"2,744.5",1.036,"2,740.4","2,062.7",4.1
Mari Fernandez,"2,742.9",2.610,"1,333.3",584.5,"1,409.5"
Westlife,"2,740.6",1.172,"2,662.0","2,526.7",78.6
Silk Sonic,"2,739.2",1.537,"","","2,739.2"
Sean Kingston,"2,737.5",1.417,"2,441.0","1,563.9",296.5
L7NNON,"2,736.7",2.561,"1,455.7",498.1,"1,281.0"
Taio Cruz,"2,736.1",1.334,"2,431.5","1,320.3",304.6
Yung Gravy,"2,734.7",0.880,"2,232.0","1,425.7",502.6
MC Kevinho,"2,734.1",0.587,"1,753.0","1,116.3",981.2
MC Hariel,"2,728.5",2.266,"1,311.5",453.2,"1,417.0"
Lofi Fruits Music,"2,726.4",0.929,"2,718.1",15.1,8.3
Regard,"2,725.4",1.028,"2,511.6","1,344.8",213.8
Rafa Pabön,"2,723.2",0.722,127.3,63.6,"2,595.9"
Santana,"2,723.2",1.415,"2,685.4","1,116.3",37.8
Martin Jensen,"2,721.9",0.409,"1,973.8","1,068.1",748.1
Willy William,"2,721.7",0.710,342.5,304.4,"2,379.2"
Axwell /\ Ingrosso,"2,721.3",0.734,"2,721.3","1,803.9",""
Stefflon Don,"2,710.9",0.922,604.9,309.8,"2,106.0"
Louis Tomlinson,"2,707.7",0.690,"2,180.0","1,582.2",527.8
Benson Boone,"2,707.5",12.680,"2,707.5","2,687.4",""
Lee Brice,"2,706.5",1.138,"2,649.8","2,411.4",56.6
ANAVITÓRIA,"2,703.8",1.119,"2,307.4","1,378.0",396.3
Tech N9ne,"2,694.9",1.207,"2,205.1","1,103.4",489.8
Zac Efron,"2,694.4",0.948,"1,229.8","","1,464.6"
Nimo,"2,691.5",1.054,"1,453.0",651.6,"1,238.5"
Loud Luxury,"2,691.5",0.986,"2,482.7",71.8,208.8
Sasha Alex Sloan,"2,690.8",0.941,"1,852.1","1,694.0",838.7
Sachin-Jigar,"2,689.4",3.515,"1,938.0",11.1,751.4
UZI,"2,689.1",2.049,"2,001.2","1,439.5",687.9
AURORA,"2,684.9",2.197,"2,526.8","2,424.5",158.1
Chelsea Cutler,"2,681.2",0.604,860.3,630.0,"1,820.9"
Dierks Bentley,"2,677.7",0.952,"2,484.9","2,041.4",192.8
Ella Fitzgerald,"2,674.7",0.820,"2,597.8","1,262.9",76.9
James Blake,"2,671.7",0.975,"1,565.3","1,079.7","1,106.4"
Pepe Aguilar,"2,671.5",1.404,"2,257.8","1,726.6",413.7
Louis Armstrong,"2,666.2",1.385,"2,028.6","1,704.3",637.6
Kevin Kaarl,"2,663.0",2.279,"2,627.4","2,617.6",35.6
Beach House,"2,655.9",1.834,"2,655.9","2,655.9",""
Los Enanitos Verdes,"2,651.1",1.703,"2,510.7","2,509.8",140.4
Thiaguinho,"2,649.9",1.450,"2,220.1","1,959.4",429.8
Roxette,"2,649.0",1.482,"2,621.4","2,583.7",27.5
Cody Johnson,"2,648.1",3.020,"2,552.4","2,485.0",95.7
Gemitaiz,"2,646.8",1.032,"1,937.5",742.3,709.3
Hungria,"2,644.5",2.405,"2,248.2","1,581.4",396.3
Thirty Seconds To Mars,"2,643.7",1.221,"2,576.8","2,494.3",67.0
Otis Redding,"2,641.6",1.222,"2,379.1","2,331.7",262.4
Miky Woodz,"2,635.4",1.053,872.8,350.7,"1,762.6"
The Pussycat Dolls,"2,632.7",1.148,"2,448.3","1,572.2",184.4
Jelly Roll,"2,632.1",3.690,"2,101.1","1,529.8",531.0
thasup,"2,631.9",0.750,"1,433.9",687.9,"1,197.9"
Filipe Ret,"2,631.5",3.221,"2,259.3",378.6,372.2
Tina Turner,"2,630.1",1.215,"1,960.1","1,924.5",670.1
Ja Rule,"2,627.1",1.160,"1,580.0",146.3,"1,047.1"
Sufjan Stevens,"2,625.9",1.119,"2,540.9","2,443.2",85.0
ITZY,"2,625.8",1.507,"2,589.1","2,562.8",36.7
Calle 13,"2,625.2",0.968,"2,491.5","1,809.6",133.7
Rvssian,"2,622.5",3.835,"1,632.3",0.1,990.2
Soolking,"2,621.1",1.649,"1,911.6",730.3,709.5
Owl City,"2,619.7",1.001,"2,516.8","1,708.1",102.9
Ofenbach,"2,616.9",1.987,"2,249.0",483.8,367.9
Oliver Heldens,"2,616.4",0.859,"1,493.4",251.5,"1,123.0"
E-40,"2,615.5",0.726,862.0,213.5,"1,753.6"
G Herbo,"2,612.9",0.986,"1,484.5",589.4,"1,128.4"
Karan Aujla,"2,612.1",5.305,"1,997.3",663.1,614.9
Nile Rodgers,"2,611.5",2.646,35.2,4.2,"2,576.3"
Conor Maynard,"2,599.5",0.548,"1,152.2","1,025.0","1,447.4"
gnash,"2,599.5",0.420,"2,292.8",538.8,306.8
Falling In Reverse,"2,598.9",2.001,"2,598.9","2,575.6",""
Jesús Adrián Romero,"2,590.4",1.847,"2,400.9","2,022.2",189.5
Stephen Sanchez,"2,589.6",2.980,"2,589.6","1,572.0",""
Gigi D'Agostino,"2,589.1",1.682,"1,020.5",939.7,"1,568.6"
Jon Z,"2,587.7",1.241,871.1,254.1,"1,716.6"
BoyWithUke,"2,585.7",1.725,"2,568.9","2,133.1",16.8
VIZE,"2,585.5",0.959,"1,329.5",150.5,"1,256.0"
Mainstreet,"2,583.6",3.029,19.2,"","2,564.4"
Grupo Menos É Mais,"2,583.2",2.285,"2,163.9",989.9,419.3
J Alvarez,"2,581.9",1.564,"1,516.6",749.5,"1,065.4"
A7S,"2,581.3",0.838,72.8,62.2,"2,508.5"
Diego & Victor Hugo,"2,578.5",1.466,"2,250.7",992.1,327.9
Old Dominion,"2,577.2",1.298,"2,525.1","2,481.8",52.1
Kollegah,"2,573.2",0.449,"2,315.5","1,385.1",257.7
The Kooks,"2,569.3",0.963,"2,561.7","2,525.4",7.6
Hugh Jackman,"2,568.0",0.871,"1,775.3",47.0,792.8
LE SSERAFIM,"2,567.6",4.372,"2,567.6","2,320.5",""
NCT DREAM,"2,566.0",1.803,"2,489.7","2,401.1",76.3
Blessd,"2,565.3",3.846,"1,916.7",429.6,648.6
Bing Crosby,"2,562.9",0.178,"2,509.4","1,853.5",53.5
Pierce The Veil,"2,559.2",1.704,"2,545.9","2,011.8",13.3
Nacho,"2,557.5",0.440,"1,392.6",377.1,"1,164.9"
AJ Tracey,"2,557.3",0.869,"1,484.4",860.7,"1,072.8"
Lily Allen,"2,557.1",0.859,"2,016.6","1,976.2",540.5
Lionel Richie,"2,556.4",1.257,"2,485.4","1,972.8",71.0
Ice Spice,"2,556.3",1.776,"1,139.2",817.3,"1,417.2"
OFFICIAL HIGE DANDISM,"2,555.1",1.178,"2,554.3","2,554.3",0.7
Vince Staples,"2,554.3",0.938,"1,590.6","1,143.3",963.7
Jaymes Young,"2,548.5",0.948,"2,447.9","2,322.1",100.6
DENNIS,"2,548.5",1.208,"2,045.3",10.9,503.2
Sofía Reyes,"2,548.4",0.638,"1,690.5",107.1,857.9
Lady A,"2,545.7",0.749,"2,367.9","2,362.0",177.8
Portugal. The Man,"2,543.6",0.770,"2,482.2","2,226.4",61.5
Boney M.,"2,542.1",1.565,"1,895.2","1,816.4",646.9
Tedua,"2,539.7",5.001,"1,605.3",334.2,934.4
Cyndi Lauper,"2,539.3",2.501,"2,521.3","2,501.9",18.0
Gustavo Cerati,"2,537.9",1.510,"2,285.6","2,197.1",252.3
Incubus,"2,534.7",1.205,"2,531.0","2,529.0",3.7
Kungs,"2,529.9",1.486,"2,242.3",550.2,287.6
Bronco,"2,526.7",2.180,"2,463.8","2,245.4",62.9
Thalia,"2,508.0",0.792,"2,266.7","1,014.5",241.3
Maes,"2,504.3",1.081,"1,687.9","1,049.2",816.3
Tom Petty,"2,502.6",1.405,"2,465.7","2,464.7",36.8
Gloria Trevi,"2,500.0",1.516,"2,315.3","1,989.2",184.8
Camila,"2,494.2",1.906,"2,470.8","2,303.3",23.4
Diljit Dosanjh,"2,492.4",4.995,"2,223.1","1,391.7",269.3
NCT 127,"2,487.1",0.800,"2,314.1","2,299.9",173.1
Aloe Blacc,"2,485.3",0.491,"1,014.6",996.4,"1,470.7"
Wallows,"2,480.0",1.849,"2,480.0","1,619.2",""
Snow Patrol,"2,479.1",1.010,"2,479.1","2,405.9",""
Yusuf / Cat Stevens,"2,477.8",1.356,"2,477.5","2,477.4",0.2
The Who,"2,475.9",0.853,"2,475.9","2,439.7",""
Arizona Zervas,"2,475.8",0.445,"2,437.2","2,302.2",38.7
Paul Simon,"2,471.4",0.909,"2,278.6","2,161.2",192.8
Shiva,"2,471.3",1.500,"1,602.9",861.4,868.4
MC Cabelinho,"2,464.6",3.001,"1,552.5",109.0,912.0
Sorriso Maroto,"2,458.7",2.559,"1,850.7","1,314.5",608.0
Selena,"2,456.8",1.563,"2,439.2","2,394.8",17.6
Tori Kelly,"2,453.7",0.639,"1,746.8","1,128.6",706.9
Gesaffelstein,"2,451.7",1.553,"1,145.0",222.6,"1,306.7"
Sonu Nigam,"2,450.7",2.732,"1,246.0",255.6,"1,204.6"
Moby,"2,445.0",1.008,"2,056.3","1,782.7",388.7
Dread Mar I,"2,443.5",1.590,"2,184.8","2,184.8",258.7
Rich Homie Quan,"2,442.8",0.573,936.4,881.2,"1,506.4"
YSY A,"2,442.6",2.736,"1,709.4",479.6,733.2
Fred again..,"2,440.4",3.674,"2,164.8",564.8,275.6
Greeicy,"2,435.1",0.864,"1,395.4",587.8,"1,039.7"
Tanishk Bagchi,"2,435.1",4.258,840.6,0.6,"1,594.4"
Bomba Estéreo,"2,435.0",1.068,984.7,595.8,"1,450.3"
Jordan Davis,"2,430.2",2.422,"2,388.9","1,852.6",41.2
Kelly Rowland,"2,425.0",1.062,723.5,238.5,"1,701.5"
Hombres G,"2,423.5",1.555,"2,414.6","2,219.9",8.9
Seether,"2,421.0",1.083,"2,421.0","2,127.3",""
Vishal Dadlani,"2,420.6",2.441,743.3,217.4,"1,677.4"
The Jackson 5,"2,420.5",0.735,"2,406.9","2,401.6",13.6
Guaynaa,"2,420.4",0.773,752.4,344.3,"1,668.0"
Vampire Weekend,"2,420.3",0.894,"2,420.3","2,295.0",""
Surfaces,"2,416.7",0.882,"2,402.9","2,089.7",13.8
Bunbury,"2,410.8",1.317,"1,740.0","1,173.6",670.8
Nipsey Hussle,"2,409.1",0.754,"2,024.4",817.9,384.7
Sezen Aksu,"2,409.0",2.142,"2,315.4","2,263.9",93.6
Freddie Dredd,"2,407.3",1.137,"2,258.2","2,089.2",149.1
Yuvan Shankar Raja,"2,405.4",2.617,"2,123.4",388.3,282.0
Tems,"2,403.6",3.384,895.9,792.2,"1,507.7"
KALEO,"2,400.8",1.651,"2,400.8","2,400.8",""
TLC,"2,395.2",1.416,"2,094.8","2,082.6",300.4
Hippie Sabotage,"2,394.6",0.736,"1,742.4","1,741.0",652.2
MAGIC!,"2,387.3",1.111,"2,124.9","1,981.3",262.4
fun.,"2,377.8",0.866,"2,334.7","1,169.2",43.1
Trevor Daniel,"2,375.7",0.608,"2,231.2","1,902.3",144.5
White Noise Baby Sleep,"2,372.6",0.005,"2,012.2",508.6,360.4
Sandro Cavazza,"2,366.5",0.605,326.3,166.8,"2,040.2"
Olly Murs,"2,366.4",0.750,"2,306.7","1,051.7",59.8
Lenny Kravitz,"2,362.6",1.510,"2,267.4","2,257.8",95.2
Andrés Calamaro,"2,352.7",1.275,"1,711.6","1,646.6",641.1
Mrs. GREEN APPLE,"2,352.3",3.941,"2,352.3","2,083.8",""
Cristian Castro,"2,350.3",1.222,"2,149.8","1,964.3",200.5
Pixies,"2,344.9",1.293,"2,344.9","2,344.9",""
$NOT,"2,343.1",0.895,"1,668.7",876.6,674.4
Beastie Boys,"2,340.8",1.168,"2,340.8","2,220.5",""
Laura Pausini,"2,337.5",1.262,"2,227.9","1,918.9",109.6
deadmau5,"2,334.1",1.023,"1,904.7",824.8,429.4
Toby Keith,"2,333.0",1.883,"2,297.2","2,084.9",35.7
*NSYNC,"2,322.6",0.999,"2,286.8","2,176.4",35.8
RÜFÜS DU SOL,"2,321.6",1.438,"2,284.8","2,030.2",36.8
Blur,"2,319.6",1.148,"2,319.6","2,312.8",""
OMI,"2,318.0",0.946,"2,174.6","1,973.7",143.4
Purple Disco Machine,"2,310.9",2.217,"1,694.9",276.0,616.0
Shubh,"2,308.9",4.088,"2,308.9","2,048.5",""
Nina Simone,"2,308.7",0.990,"2,307.4","2,139.7",1.4
ZZ Top,"2,307.0",1.510,"2,306.8","2,302.9",0.2
Simple Plan,"2,303.7",1.058,"2,300.2","1,845.8",3.5
Fivio Foreign,"2,302.3",0.783,624.5,207.8,"1,677.8"
C.R.O,"2,296.7",1.756,"1,219.8",693.2,"1,076.9"
Arcane,"2,296.0",1.151,52.8,32.3,"2,243.2"
KAYTRANADA,"2,294.8",1.068,"1,677.1",197.5,617.7
42 Dugg,"2,290.3",1.369,956.1,354.1,"1,334.3"
James TW,"2,289.5",0.438,"2,253.1","2,251.7",36.4
The Score,"2,284.4",0.902,"2,284.4","2,152.7",""
Lil Tracy,"2,282.6",1.524,290.5,259.0,"1,992.1"
Ben&Ben,"2,281.2",1.458,"2,207.6","2,062.4",73.6
Brooks & Dunn,"2,279.4",1.560,"2,040.9","1,622.5",238.6
Leona Lewis,"2,278.7",0.583,"1,988.9","1,927.7",289.9
João Gomes,"2,277.8",2.021,"1,691.3","1,407.1",586.5
Karsten Glück,"2,274.9",1.388,8.2,8.2,"2,266.7"
Simone Sommerland,"2,269.0",1.385,"2,261.6","",7.3
Sara Bareilles,"2,267.9",0.527,"2,138.2","2,061.0",129.7
Evaluna Montaner,"2,267.4",1.045,96.3,48.2,"2,171.0"
Die Kita-Frösche,"2,265.3",1.381,"","","2,265.3"
Tego Calderón,"2,263.9",1.487,"1,160.0",936.2,"1,103.9"
Lykke Li,"2,263.2",1.219,"2,026.9","1,361.8",236.3
Bo Burnham,"2,259.2",0.809,"2,259.2","2,259.2",""
Cuco,"2,258.9",0.981,"2,148.0","1,651.6",110.9
Dove Cameron,"2,258.8",1.249,"2,055.9",939.3,202.8
Beéle,"2,255.5",1.610,506.0,382.9,"1,749.5"
Dynoro,"2,255.4",0.701,"1,890.6",117.8,364.8
Mike Perry,"2,253.9",0.436,"1,890.5",154.5,363.4
ONE OK ROCK,"2,253.6",1.293,"2,253.6","2,131.9",""
Andrea Bocelli,"2,247.2",1.174,"1,793.4",773.5,453.8
Pink Sweat$,"2,244.2",0.748,"2,034.7","1,713.2",209.4
Kina,"2,243.0",0.601,"2,195.3",316.4,47.7
The National,"2,243.0",0.654,"2,063.1","1,949.0",179.9
Chris Young,"2,240.4",0.717,"2,223.2","1,741.5",17.1
Mohit Chauhan,"2,239.7",2.667,"1,038.8",520.3,"1,200.9"
Sunidhi Chauhan,"2,237.6",2.375,577.8,190.3,"1,659.8"
Dardan,"2,236.4",1.777,"1,604.0",790.6,632.3
Lauren Daigle,"2,236.2",0.947,"2,104.3","2,071.7",132.0
Tion Wayne,"2,235.9",0.778,"1,070.0",106.2,"1,165.9"
Max Richter,"2,234.5",0.791,"2,233.4","1,216.9",1.1
Orochi,"2,234.2",2.268,"1,635.4",23.3,598.7
Eros Ramazzotti,"2,230.8",1.251,"2,180.0","1,777.6",50.8
ATEEZ,"2,230.1",1.614,"2,214.9","2,204.4",15.2
Megadeth,"2,230.1",1.521,"2,224.5","2,209.5",5.7
Zé Felipe,"2,229.6",1.392,"1,778.5",523.1,451.1
Gym Class Heroes,"2,228.7",1.028,"2,228.7",729.3,""
Tom Walker,"2,228.4",0.660,"1,982.1","1,696.2",246.3
Veigh,"2,226.8",4.833,"1,404.3",15.0,822.5
Djadja & Dinaz,"2,225.6",1.173,"2,225.6","2,184.6",""
Café Tacvba,"2,224.6",1.023,"1,998.4","1,993.8",226.1
Fabolous,"2,224.1",0.589,"1,409.3",241.6,814.8
Lalo Ebratt,"2,221.3",0.470,602.9,3.9,"1,618.5"
MKTO,"2,220.6",0.927,"2,200.5","2,155.1",20.1
T3R Elemento,"2,220.2",0.934,"1,866.9","1,326.3",353.3
Bullet For My Valentine,"2,220.1",0.765,"2,206.6","2,199.3",13.5
aespa,"2,219.5",8.891,"2,200.7","2,148.4",18.7
Eden Muñoz,"2,212.7",3.005,"1,544.7","1,093.2",667.9
Taco Hemingway,"2,212.4",1.731,"1,352.2",900.5,860.1
Pabllo Vittar,"2,209.1",1.168,"1,440.3",870.8,768.8
Mc IG,"2,207.0",5.629,"1,411.5",90.3,795.4
Jacquees,"2,205.9",0.865,"1,549.5",853.0,656.3
Turma do Pagode,"2,205.7",1.212,"2,094.5","1,434.1",111.3
Ella Eyre,"2,201.0",0.984,671.4,619.2,"1,529.6"
Banda Los Recoditos,"2,200.6",0.913,"2,176.1","2,124.6",24.4
Boef,"2,198.6",0.597,"1,224.6",641.4,974.0
Cher,"2,197.6",0.943,"2,141.4","1,935.2",56.2
John Denver,"2,193.3",1.134,"2,190.2","2,045.8",3.1
Micro TDH,"2,189.8",1.228,"1,200.2",726.6,989.6
Young Nudy,"2,189.8",1.340,"1,378.5",601.0,811.3
RADWIMPS,"2,188.4",1.798,"2,183.2","1,887.5",5.3
CKay,"2,183.6",1.018,"2,107.1","1,173.8",76.5
Marca MP,"2,183.5",0.893,"1,852.6","1,586.9",331.0
Foreigner,"2,182.3",1.199,"2,182.3","2,173.0",""
Shiloh Dynasty,"2,182.3",1.383,227.0,"","1,955.2"
Shankar Mahadevan,"2,179.0",2.602,"1,088.5",585.0,"1,090.5"
Audioslave,"2,178.4",1.107,"2,178.4","2,178.4",""
Rkomi,"2,178.3",0.782,"1,450.3",472.9,728.0
Xavi,"2,177.8",5.829,"2,150.2","1,646.9",27.6
HARDY,"2,176.9",2.492,"1,653.8","1,108.3",523.1
Lary Over,"2,175.0",0.879,720.4,108.9,"1,454.6"
Manu Chao,"2,173.0",1.451,"2,079.2","1,976.4",93.8
BØRNS,"2,170.3",0.887,"2,150.0","2,098.3",20.3
Kidd Keo,"2,170.2",1.076,"1,900.3","1,332.7",269.9
KayBlack,"2,170.1",3.593,"1,614.7",24.3,555.4
Joaquín Sabina,"2,169.5",0.772,"1,852.4","1,775.4",317.1
Vishal Mishra,"2,167.1",3.773,"1,778.5",436.9,388.6
PEDRO SAMPAIO,"2,165.7",1.868,"1,662.4",625.5,503.3
Kate Bush,"2,164.9",1.547,"2,164.9","2,164.9",""
Angus & Julia Stone,"2,163.9",0.717,"2,095.8","2,068.8",68.0
Tinie Tempah,"2,163.0",0.560,"1,318.1",193.9,844.9
Lupe Fiasco,"2,162.1",0.738,"1,765.9",714.9,396.2
Armaan Malik,"2,161.8",1.963,"1,459.1",929.3,702.7
Olexesh,"2,158.4",1.448,"1,126.8",557.1,"1,031.7"
Tarcísio do Acordeon,"2,157.0",1.742,"1,117.9",784.8,"1,039.2"
Dennis Lloyd,"2,156.1",0.635,"1,993.2","1,822.8",162.9
Arcade Fire,"2,155.8",0.567,"2,155.8","2,071.0",""
Majid Jordan,"2,155.1",0.849,918.0,571.5,"1,237.1"
UB40,"2,154.8",1.153,"2,129.9","1,963.6",24.9
Ashnikko,"2,152.2",0.857,"2,077.0","1,193.0",75.3
Spice Girls,"2,150.1",1.023,"2,150.1","2,140.9",""
Janelle Monáe,"2,143.6",0.815,881.1,522.3,"1,262.4"
Shilpa Rao,"2,140.8",2.464,49.4,9.6,"2,091.5"
KSHMR,"2,139.9",0.654,"1,051.8",105.0,"1,088.1"
Kany García,"2,138.4",2.721,"1,968.6","1,098.8",169.8
Kenshi Yonezu,"2,137.3",1.824,"1,995.0","1,905.0",142.3
Natiruts,"2,134.6",1.012,"2,002.1","1,420.5",132.5
Talking Heads,"2,131.9",1.167,"2,131.9","2,097.0",""
Leo Santana,"2,130.5",0.975,"1,371.0",669.7,759.5
Daveed Diggs,"2,128.7",0.878,265.0,1.6,"1,863.7"
Agust D,"2,126.3",1.921,"2,126.3","1,445.4",""
Quality Control,"2,124.6",0.531,"2,124.1","",0.5
Laufey,"2,124.2",5.962,"1,991.7","1,673.4",132.6
Jenni Rivera,"2,122.1",1.213,"2,074.1","1,876.2",48.0
Brett Young,"2,119.2",0.719,"1,971.5","1,901.8",147.7
Eyedress,"2,119.1",2.848,"2,038.4","1,568.9",80.6
LISA,"2,118.1",1.389,"1,676.4","1,676.4",441.7
Lennon Stella,"2,117.3",0.278,959.8,681.1,"1,157.4"
Billy Ray Cyrus,"2,117.2",0.440,244.9,218.3,"1,872.2"
Yo Yo Honey Singh,"2,111.1",2.293,"1,603.3",892.6,507.8
Lenin Ramírez,"2,109.8",0.867,"1,719.0",500.9,390.8
LMFAO,"2,109.1",0.837,"1,806.9",738.6,302.2
Soulja Boy,"2,104.9",1.106,"1,717.6",978.2,387.3
Digital Farm Animals,"2,104.4",0.269,329.2,10.7,"1,775.2"
Jaani,"2,103.3",3.045,256.4,0.4,"1,846.9"
Aitch,"2,101.6",0.761,953.4,397.1,"1,148.3"
Ultimo,"2,100.5",1.659,"1,962.6","1,950.8",137.9
Los Invasores De Nuevo León,"2,099.4",1.738,"2,082.9","2,009.1",16.6
Novo Amor,"2,098.9",1.666,"2,096.1","1,665.9",2.8
Bausa,"2,097.4",0.809,"1,102.0",705.0,995.5
SYML,"2,097.4",1.795,"1,975.0","1,871.2",122.3
M.I.A.,"2,095.5",0.804,"1,584.4","1,455.2",511.1
Kordhell,"2,094.6",1.675,"1,900.7","1,696.4",193.8
Grimes,"2,094.1",0.889,"1,841.1","1,514.3",253.0
Ovy On The Drums,"2,092.7",2.239,894.8,6.8,"1,197.9"
Martin Solveig,"2,091.2",0.441,"1,521.7",108.9,569.5
The Living Tombstone,"2,090.8",1.526,"2,052.2","1,387.7",38.6
