Artist and Title,Days,T10,Pk,(x?),PkStreams,Total
Ariana Grande - we can't be friends (wait for your love),88,50,1,(x13),"9,432,687","543,006,971"
Beyoncé - CUFF IT,303,"",11,"","3,450,238","542,712,809"
DNCE - Cake By The Ocean,559,"",12,"","2,345,115","540,907,345"
Drake - Too Good,339,117,5,"","2,990,051","539,908,098"
Clean Bandit - Solo,339,48,7,"","3,625,328","538,330,585"
Justin Bieber - Mistletoe,330,"",11,"","8,962,032","537,519,599"
Drake - Rich Flex,227,29,1,(x2),"10,479,067","536,529,430"
Ed Sheeran - Galway Girl,408,35,2,(x7),"4,758,418","536,301,550"
Hailee Steinfeld - Starving,468,"",11,"","2,397,722","536,221,362"
Twenty One Pilots - Ride,547,9,9,"","2,311,720","535,230,933"
Ariana Grande - Side To Side,417,73,6,"","3,081,499","534,974,548"
MEDUZA - Piece Of Your Heart,427,"",13,"","2,571,819","534,038,311"
The Chainsmokers - Paris,348,77,2,(x23),"4,279,110","531,460,400"
Måneskin - I WANNA BE YOUR SLAVE,272,32,8,"","4,338,367","531,189,317"
Khalid - Location,549,"",33,"","1,618,740","527,974,262"
Bruno Mars - 24K Magic,437,43,5,"","3,109,808","526,733,023"
Sam Smith - How Do You Sleep?,304,45,7,"","3,323,651","526,607,118"
Ariana Grande - 34+35,314,26,2,(x1),"6,029,516","525,225,592"
Artemas - i like the way you kiss me,76,58,1,(x14),"9,844,169","523,714,251"
Jung Kook - Standing Next to You,213,25,1,(x3),"6,472,019","523,300,508"
Ed Sheeran - Castle on the Hill,389,70,2,(x15),"5,631,276","521,758,591"
Julia Michaels - Issues,447,4,9,"","2,995,183","521,324,799"
Giveon - Heartbreak Anniversary,331,25,8,"","3,483,944","521,117,880"
Calvin Harris - Promises,363,50,4,"","3,491,483","520,088,625"
Jack Ü - Where Are Ü Now,549,144,3,(x3),"1,952,323","519,124,349"
Jack Harlow - First Class,199,43,1,(x1),"10,665,270","519,064,354"
Meek Mill - Going Bad,393,6,8,"","2,777,063","518,669,657"
José Feliciano - Feliz Navidad,264,12,7,"","12,247,444","516,830,480"
Bad Bunny - LA NOCHE DE ANOCHE,283,23,2,(x2),"6,631,602","515,478,688"
Ali Gatie - It's You,462,"",27,"","1,911,957","515,455,971"
Sam Smith - Stay With Me,901,147,2,(x8),"1,283,703","514,907,518"
Becky G - MAMIII,270,50,5,"","3,724,525","512,627,407"
Arcángel - La Jumpa,210,31,7,"","4,234,260","511,364,205"
Axwell /\ Ingrosso - More Than You Know,431,"",14,"","2,526,853","511,247,072"
Taylor Swift - Karma,302,8,8,"","10,776,931","510,340,340"
Drake - Laugh Now Cry Later,308,38,2,(x7),"4,940,552","509,626,265"
Demi Lovato - Sorry Not Sorry,381,16,7,"","2,952,488","507,635,767"
Maluma - Según Quién,239,"",16,"","3,043,340","506,998,699"
Juice WRLD - All Girls Are The Same,601,"",22,"","2,332,215","506,738,858"
Queen - Another One Bites The Dust - Remastered 2011,602,"",32,"","1,663,155","506,194,386"
J. Cole - MIDDLE CHILD,382,29,2,(x4),"5,564,318","505,742,320"
Shawn Mendes - If I Can't Have You,366,51,3,(x3),"4,389,428","504,465,150"
DJ Khaled - Wild Thoughts,284,79,2,(x28),"4,822,700","503,946,320"
Kali Uchis - telepatía,287,41,2,(x7),"4,194,349","503,089,033"
XXXTENTACION - changes,487,7,4,"","6,141,143","501,903,226"
Kelly Clarkson - Underneath the Tree,228,8,8,"","11,929,157","501,277,425"
Loud Luxury - Body,456,"",18,"","2,464,650","500,601,776"
RAYE - Escapism.,216,16,9,"","3,787,106","500,599,996"
Surf Mesa - ily,321,15,9,"","2,956,048","500,335,917"
Drake - Money In The Grave (Drake ft. Rick Ross),378,30,4,"","4,019,849","499,848,542"
Fleetwood Mac - Dreams - 2004 Remaster,484,"",17,"","2,441,194","499,537,735"
Portugal. The Man - Feel It Still,448,"",17,"","2,138,241","498,277,206"
Jonas Blue - Fast Car,432,31,10,"","2,504,935","498,114,284"
Polo G - RAPSTAR,302,35,3,(x14),"4,940,022","498,088,134"
Liam Payne - Strip That Down,329,59,8,"","3,002,377","497,367,993"
V - Love Me Again,298,3,10,"","3,773,666","497,226,685"
Sia - Snowman,235,10,9,"","11,721,236","496,851,442"
Ariana Grande - Stuck with U,333,20,1,(x1),"6,583,884","496,819,267"
Junior H - El Azul,254,"",11,"","3,529,514","496,307,413"
Surfaces - Sunday Best,312,"",12,"","2,925,191","496,024,986"
Martin Garrix - Scared to Be Lonely,397,27,5,"","3,450,826","493,845,185"
Lizzo - Truth Hurts,316,"",15,"","2,464,925","492,421,247"
NF - Let You Down,327,77,6,"","3,032,537","492,237,653"
Drake - Passionfruit,399,40,2,(x16),"5,587,887","491,722,119"
Taylor Swift - Style,270,"",12,"","3,188,443","489,964,273"
Rudimental - These Days,359,11,9,"","2,928,307","489,637,307"
XXXTENTACION - Fuck Love,545,3,5,"","5,398,344","488,482,779"
ZAYN - Dusk Till Dawn,291,73,3,(x2),"3,365,644","486,959,789"
Post Malone - I Like You (A Happier Song),291,3,6,"","4,373,313","486,900,993"
Coolio - Gangsta's Paradise,506,"",11,"","3,234,609","484,701,845"
Michael Bublé - Holly Jolly Christmas,292,2,10,"","9,979,369","484,647,586"
ZAYN - PILLOWTALK,413,87,1,(x11),"3,781,525","484,589,224"
Selena Gomez - Lose You To Love Me,266,37,1,(x3),"8,166,076","482,751,556"
The Chainsmokers - Roses,488,43,7,"","2,161,881","482,541,088"
J Balvin - UN DIA (ONE DAY) (Feat. Tainy),342,11,9,"","3,171,918","482,046,740"
Dean Martin - Let It Snow! Let It Snow! Let It Snow!,213,16,6,"","14,229,870","481,869,191"
Bad Bunny - Party,232,25,6,"","7,130,704","481,255,049"
Khalid - Love Lies,349,5,9,"","3,002,171","480,886,683"
The Weeknd - I Was Never There,357,1,8,"","3,535,917","480,668,998"
"Dan + Shay - 10,000 Hours",391,21,5,"","3,675,426","480,638,282"
Wiz Khalifa - See You Again,567,111,1,(x34),"3,578,943","480,069,378"
Duncan Laurence - Arcade,405,"",14,"","2,315,473","480,064,510"
CKay - love nwantiti (ah ah ah),285,6,9,"","3,529,602","479,396,386"
ROSALÍA - BESO,195,31,4,"","5,349,715","477,500,978"
"gnash - i hate u, i love u",403,"",13,"","2,022,716","476,399,590"
Nicky Jam - X,234,72,3,(x1),"3,945,044","476,282,186"
J Balvin - Qué Más Pues?,249,9,9,"","4,139,680","473,158,904"
Bad Bunny - Tarot,240,6,5,"","7,642,942","472,434,945"
Tory Lanez - The Color Violet,380,"",60,"","1,692,553","471,377,989"
Kodak Black - ZEZE,273,67,3,(x5),"4,452,210","470,553,282"
Travis Scott - I KNOW ?,266,"",11,"","6,789,555","469,667,001"
The Weeknd - Save Your Tears (Remix),416,"",42,"","1,838,630","468,804,000"
Jung Kook - 3D,207,25,1,(x1),"8,470,334","468,741,588"
Metro Boomin - Too Many Nights,359,"",26,"","2,795,996","468,255,768"
Nicky Youre - Sunroof,331,"",27,"","2,220,588","468,233,889"
Hozier - Too Sweet,74,65,2,(x10),"8,742,996","468,066,212"
Drake - Fake Love,329,68,5,"","3,161,371","468,058,701"
Dua Lipa - Houdini,201,7,2,(x1),"5,424,356","468,006,864"
Lil Nas X - Old Town Road,258,70,2,(x1),"4,331,942","466,704,871"
KAROL G - BICHOTA,231,67,2,(x1),"3,903,196","465,700,353"
Juice WRLD - Come & Go,325,33,2,(x1),"5,350,650","465,253,095"
The Weeknd - In Your Eyes,363,7,4,"","4,822,111","465,080,582"
Ed Sheeran - Happier,628,5,7,"","3,524,292","463,581,393"
ACRAZE - Do It To It,281,17,6,"","4,648,931","463,480,303"
New West - Those Eyes,358,"",75,"","1,546,922","462,363,405"
Bazzi - Mine,345,44,3,(x7),"3,442,457","462,048,429"
Robin Schulz - Sugar,488,35,7,"","2,046,642","461,442,340"
Offset - Ric Flair Drip,462,"",29,"","1,682,554","461,053,493"
Shakira - Te Felicito,273,"",12,"","3,473,687","460,727,036"
Kendrick Lamar - Money Trees,380,"",55,"","1,864,686","459,583,680"
Jaymes Young - Infinity,298,4,10,"","2,671,517","459,392,948"
Aventura - Volví,282,7,7,"","4,408,752","459,276,354"
Maluma - Felices los 4,331,"",16,"","2,638,301","459,227,992"
Carin Leon - Primera Cita,266,"",18,"","2,640,819","458,229,503"
Starley - Call On Me - Ryan Riback Extended Remix,330,"",12,"","2,574,373","457,018,897"
Calvin Harris - Feels,265,74,5,"","3,499,197","456,897,665"
Doja Cat - Streets,329,12,7,"","2,765,213","456,882,894"
LISA - MONEY,266,31,5,"","4,359,380","456,750,403"
Cris Mj - Una Noche en Medellín,268,16,6,"","2,919,397","456,544,356"
MEDUZA - Lose Control,382,"",27,"","2,036,769","454,152,887"
Sia - Chandelier,791,124,2,(x1),"1,305,917","453,681,884"
Linkin Park - In the End,406,1,8,"","3,356,242","452,705,967"
Rihanna - Needed Me,409,"",13,"","2,104,004","451,689,841"
NewJeans - OMG,230,"",11,"","3,140,808","451,165,651"
Doja Cat - Agora Hills,212,"",13,"","3,163,985","451,020,545"
Maroon 5 - Sugar,630,79,3,(x27),"1,951,680","450,265,505"
Luis Fonsi - Échame La Culpa,281,52,5,"","2,948,993","449,846,353"
Maroon 5 - Don't Wanna Know,284,90,4,"","3,122,855","449,618,312"
Justin Bieber - Holy,255,41,4,"","4,687,166","449,332,869"
Drake - Nonstop,306,18,1,(x3),"9,298,297","449,175,595"
Taylor Swift - Lavender Haze,238,18,2,(x5),"16,419,161","447,677,666"
Travis Scott - BUTTERFLY EFFECT,513,"",30,"","2,701,244","447,515,489"
Peso Pluma - PRC,190,11,8,"","4,053,056","446,473,148"
Jonas Blue - Mama,312,"",11,"","2,831,676","445,091,863"
Frank Sinatra - Let It Snow! Let It Snow! Let It Snow!,300,2,10,"","7,848,893","441,534,025"
Lil Baby - Drip Too Hard (Lil Baby & Gunna),343,"",12,"","2,521,699","441,029,078"
Paulo Londra - Adan y Eva,291,1,10,"","2,701,993","440,769,331"
21 Savage - Bank Account,367,"",21,"","2,110,041","439,636,001"
Sabrina Carpenter - Espresso,53,47,1,(x15),"10,521,858","439,231,267"
"Ariana Grande - break up with your girlfriend, i'm bored",237,49,2,(x17),"7,709,744","437,732,762"
Xavi - La Víctima,180,19,6,"","4,148,718","437,442,061"
Meghan Trainor - Made You Look,205,8,9,"","3,412,241","436,275,519"
DJ Snake - Middle,443,"",15,"","2,166,471","436,216,031"
Tiësto - The Motto,305,"",20,"","2,177,584","435,785,120"
Hailee Steinfeld - Let Me Go,340,"",14,"","2,180,938","434,632,263"
Band Aid - Do They Know It's Christmas? - 1984 Version,271,4,3,(x1),"7,690,866","434,589,567"
TV Girl - Lovers Rock,331,"",92,"","1,604,623","434,121,998"
Jonas Blue - Perfect Strangers,409,"",12,"","2,592,140","434,087,179"
Olivia Rodrigo - favorite crime,338,"",11,"","3,789,940","433,840,875"
Myke Towers - Bandido,236,43,5,"","3,152,486","433,748,141"
Sheck Wes - Mo Bamba,296,1,10,"","2,697,820","431,461,701"
Carin Leon - Que Vuelvas,278,"",30,"","2,409,277","429,890,862"
Justin Bieber - Yummy,202,50,2,(x6),"5,715,468","428,561,308"
Mabel - Don't Call Me Up,310,3,9,"","2,683,806","426,511,177"
BENEE - Supalonely,226,2,10,"","2,999,999","426,415,038"
Childish Gambino - Redbone,521,"",34,"","1,761,215","425,196,987"
Calvin Harris - How Deep Is Your Love,442,98,3,(x11),"2,088,623","425,117,823"
Oasis - Wonderwall - Remastered,712,"",135,"","821,393","424,062,312"
Queen - Don't Stop Me Now - Remastered 2011,499,"",47,"","1,502,311","422,870,336"
DJ Snake - Loco Contigo,247,10,8,"","3,128,737","421,359,572"
¥$ - CARNIVAL,110,48,1,(x1),"6,842,727","421,050,087"
Khalid - Talk,307,9,10,"","2,986,035","420,957,076"
Juice WRLD - Wishing Well,306,14,6,"","4,340,046","420,630,823"
Lil Uzi Vert - Just Wanna Rock,250,"",27,"","2,473,640","420,344,496"
Billie Eilish - Therefore I Am,235,28,2,(x7),"5,829,722","420,200,116"
Shakira - Chantaje,352,"",11,"","2,522,138","420,178,904"
Jonas Blue - Rise,311,"",11,"","3,084,279","419,661,649"
Libianca - People,240,"",34,"","2,336,360","419,641,214"
CJ - Whoopty,255,25,8,"","2,889,189","418,959,455"
Natanael Cano - AMG,184,"",11,"","3,626,717","417,971,315"
Surf Curse - Freaks,400,"",50,"","1,401,766","415,825,174"
Jay Wheeler - La Curiosidad,287,"",19,"","2,379,352","415,811,917"
David Guetta - 2U,219,76,3,(x10),"4,407,218","415,539,830"
Selena Gomez - Back To You,305,19,4,"","3,546,654","414,829,197"
Miley Cyrus - Angels Like You,247,"",19,"","2,542,994","414,543,956"
21 Savage - redrum,144,28,6,"","4,392,161","412,036,659"
The Ronettes - Sleigh Ride,216,1,9,"","10,884,432","411,946,708"
Chris Brown - No Guidance,319,1,8,"","3,048,025","410,659,384"
Doja Cat - You Right,360,"",14,"","3,834,435","410,249,087"
Feid - Normal,333,"",27,"","2,096,930","410,100,172"
Sebastian Yatra - Pareja Del Año,245,7,9,"","3,424,701","409,836,602"
Beyoncé - TEXAS HOLD 'EM,113,49,1,(x2),"6,630,465","407,596,751"
Ellie Goulding - Love Me Like You Do,525,98,2,(x2),"2,736,325","407,547,214"
Pop Smoke - Dior,469,"",34,"","1,894,448","406,659,769"
Migos - Bad and Boujee,409,10,8,"","2,912,104","406,657,213"
Lunay - Soltera - Remix,263,24,7,"","3,064,807","406,319,389"
Los Legendarios - Fiel,211,43,7,"","3,804,749","405,556,753"
The Weeknd - Reminder,353,"",25,"","1,783,256","405,373,518"
Fetty Wap - Trap Queen,554,68,7,"","1,654,480","404,484,530"
Calvin Harris - Slide,257,"",12,"","2,756,988","404,437,723"
Fuerza Regida - HARLEY QUINN,176,1,10,"","3,771,128","402,932,190"
Shawn Mendes - Mercy,406,"",19,"","1,915,350","402,786,765"
Ozuna - Vaina Loca,278,"",12,"","2,506,025","402,745,785"
NewJeans - Super Shy,192,8,4,"","4,726,910","401,458,677"
6ix9ine - FEFE,212,56,2,(x11),"4,552,685","399,749,761"
Kygo - Higher Love,397,"",25,"","2,125,893","399,605,223"
Oliver Tree - Miss You,180,2,9,"","3,331,100","399,444,717"
Juice WRLD - Bandit,325,1,6,"","3,354,970","398,769,847"
ROSALÍA - Con Altura,322,"",28,"","1,918,789","398,495,826"
Rae Sremmurd - Black Beatles,306,56,1,(x11),"4,839,904","396,390,487"
Bad Bunny - Safaera,260,11,7,"","3,694,044","396,269,194"
Tiësto - Jackie Chan,267,"",11,"","3,282,147","396,140,498"
Mora - Volando - Remix,297,"",19,"","2,811,719","393,603,448"
Grupo Frontera - EL AMOR DE SU VIDA,241,"",24,"","2,192,746","393,306,913"
a-ha - Take on Me,316,"",39,"","2,221,124","392,374,628"
Bad Bunny - MONACO,146,26,1,(x7),"12,445,382","391,727,754"
SZA - Good Days,254,32,5,"","3,131,896","390,339,712"
Kygo - Firestone,579,53,4,"","1,354,798","388,100,502"
NATTI NATASHA - Criminal,329,"",16,"","1,955,034","388,049,247"
XXXTENTACION - Revenge,398,"",24,"","2,377,815","387,847,870"
Lauv - i'm so tired...,305,"",17,"","2,351,454","387,164,446"
Justin Bieber - Lonely,215,31,5,"","3,672,939","385,388,896"
BLACKPINK - Pink Venom,187,35,1,(x3),"7,937,046","384,934,801"
"Ariana Grande - yes, and?",134,29,1,(x8),"11,212,602","384,808,395"
BLACKPINK - Shut Down,227,17,1,(x6),"6,601,921","384,743,677"
Calvin Harris - My Way,276,34,7,"","2,908,256","382,393,243"
Creedence Clearwater Revival - Have You Ever Seen The Rain,282,"",64,"","1,838,316","382,277,885"
Jason Derulo - Want to Want Me,499,97,3,(x28),"2,110,635","382,237,095"
Ariana Grande - Into You,346,"",12,"","2,265,842","381,650,138"
Metro Boomin - Superhero (Heroes & Villains) [with Future & Chris Brown],217,1,9,"","3,539,810","381,226,013"
OMI - Cheerleader (Felix Jaehn Remix),312,181,2,(x14),"2,177,833","379,323,288"
Sech - Otro Trago,208,64,4,"","3,873,412","379,255,058"
MEDUZA - Paradise,299,"",24,"","2,005,116","378,173,508"
THE SCOTTS - THE SCOTTS,192,48,1,(x7),"7,446,848","376,778,402"
Bruno Mars - Talking to the Moon,394,"",42,"","1,539,798","376,707,941"
Zara Larsson - Never Forget You,398,"",21,"","1,612,602","376,580,925"
Imagine Dragons - Natural,326,"",13,"","2,633,269","376,064,392"
Future - WAIT FOR U,263,2,5,"","3,389,422","375,638,009"
Post Malone - White Iverson,729,"",36,"","917,051","374,104,170"
Shawn Mendes - In My Blood,360,4,4,"","3,842,434","373,232,548"
Lil Nas X - Panini,221,21,6,"","3,824,604","372,265,570"
Bing Crosby - White Christmas,267,1,10,"","6,557,406","371,981,989"
Galantis - No Money,292,41,9,"","2,678,457","371,953,792"
Wisin - Escápate Conmigo,354,"",36,"","1,605,002","370,528,815"
DJ Khaled - POPSTAR,280,7,4,"","4,282,116","370,178,717"
Rauw Alejandro - LOKERA,245,"",37,"","2,134,213","370,033,935"
Zion & Lennox - Otra vez,462,"",38,"","1,176,076","369,056,927"
Cheat Codes - Sex,328,6,10,"","2,543,625","368,802,602"
Ariana Grande - God is a woman,228,35,2,(x7),"4,258,244","368,492,837"
Metro Boomin - Trance,271,"",42,"","2,384,243","368,321,591"
Passenger - Let Her Go,922,"",47,"","1,140,796","367,357,322"
Nio Garcia - AM Remix,247,"",11,"","3,683,264","367,271,465"
Kanye West - Heartless,283,"",72,"","1,881,409","367,013,790"
XXXTENTACION - Look At Me!,518,"",21,"","2,448,985","365,132,150"
BLACKPINK - How You Like That,257,14,2,(x2),"4,894,830","364,910,816"
Post Malone - Candy Paint,354,"",16,"","3,007,149","364,888,257"
zzoilo - Mon Amour - Remix,315,"",30,"","1,847,480","364,236,867"
Mike Perry - The Ocean,284,"",11,"","2,255,510","364,142,361"
Maroon 5 - Payphone,397,"",63,"","1,230,629","362,734,104"
Lil Wayne - Sucker For Pain,348,19,10,"","2,731,930","362,506,220"
KYLE - iSpy,338,"",18,"","2,099,569","361,633,750"
Dennis Lloyd - Nevermind,247,"",17,"","2,354,159","360,631,826"
Sech - Relación - Remix,222,"",11,"","2,762,369","359,409,969"
Anuel AA - Secreto,226,8,9,"","3,086,532","358,927,858"
Kendrick Lamar - DNA.,329,15,3,(x5),"5,247,033","358,739,574"
WALK THE MOON - Shut Up and Dance,615,"",13,"","1,519,047","358,691,551"
DRAM - Broccoli,405,"",23,"","1,606,391","358,456,348"
Maggie Lindemann - Pretty Girl - Cheat Codes X CADE Remix,310,"",21,"","2,248,426","356,882,781"
Travis Scott - Goosebumps - Remix,271,"",31,"","1,934,278","356,408,615"
Lil Pump - Gucci Gang,227,49,4,"","3,489,690","356,386,000"
Drake - Jumpman,500,"",14,"","1,334,273","355,521,010"
BTS - Boy With Luv,316,21,3,(x4),"4,589,347","355,218,547"
Becky G - Sin Pijama,276,"",20,"","2,329,186","354,719,751"
Avicii - SOS,195,52,3,(x1),"5,101,320","354,516,064"
Eminem - River,196,64,2,(x4),"4,495,842","354,278,282"
Bad Bunny - La Corriente,225,"",12,"","6,117,130","352,793,231"
Bad Bunny - Vete,214,1,6,"","3,863,395","351,979,210"
Cardi B - Bodak Yellow,332,"",15,"","2,343,380","351,893,466"
Sabrina Carpenter - Feather,185,"",31,"","2,483,786","351,776,394"
Taylor Swift - Fortnight,46,28,1,(x10),"25,204,472","351,596,954"
Martin Jensen - Solo Dance,350,"",24,"","1,828,124","351,441,113"
Justin Bieber - Hold On,215,27,2,(x1),"4,699,653","350,895,239"
Jason Mraz - I'm Yours,734,"",110,"","1,386,324","350,705,453"
Billie Eilish - ocean eyes,476,"",83,"","1,618,720","350,661,940"
Dua Lipa - Physical,242,2,8,"","3,799,456","350,654,940"
Fuerza Regida - Bebe Dame,195,"",17,"","2,911,324","349,890,505"
A Boogie Wit da Hoodie - Swervin,322,"",23,"","2,152,336","349,631,682"
Drake - Controlla,328,"",22,"","1,843,014","349,587,944"
Taylor Swift - Is It Over Now? (Taylor's Version) (From The Vault),153,19,1,(x3),"10,029,659","347,475,382"
Camila Cabello - Never Be the Same,262,27,4,"","3,334,515","347,446,417"
Anitta - Envolver,197,38,1,(x3),"7,278,115","347,409,580"
Bad Bunny - Yo Perreo Sola,238,"",16,"","3,188,473","346,879,568"
Lana Del Rey - Say Yes To Heaven,246,1,7,"","4,102,365","346,170,284"
Jack Harlow - WHATS POPPIN,271,"",11,"","2,536,919","344,486,459"
Maroon 5 - Maps,563,50,5,"","1,379,102","343,493,716"
Nat King Cole - The Christmas Song (Merry Christmas To You),209,"",14,"","7,258,582","342,665,071"
Flo Rida - My House,402,"",13,"","1,934,359","342,623,779"
ATB - Your Love (9PM),241,"",24,"","2,090,904","342,475,762"
Natasha Bedingfield - Unwritten,145,"",14,"","3,475,439","342,430,812"
DaBaby - BOP,296,"",21,"","2,327,200","342,194,945"
Jessie J - Bang Bang,638,88,4,"","1,238,424","339,788,195"
Pop Smoke - Mood Swings,252,2,10,"","2,779,526","339,355,315"
XXXTENTACION - Everybody Dies In Their Nightmares,433,1,6,"","4,620,477","338,957,626"
Young Thug - The London,249,11,4,"","4,036,952","338,527,796"
Nicki Minaj - Barbie World,146,30,4,"","5,220,880","337,770,498"
Burl Ives - A Holly Jolly Christmas - Single Version,217,"",13,"","8,634,458","337,238,858"
Kygo - Stole the Show,458,73,3,(x1),"1,746,125","336,020,253"
Kygo - Stay,328,22,8,"","1,796,878","335,790,434"
Avicii - Lonely Together,280,"",17,"","3,223,513","335,238,632"
Post Malone - One Right Now,240,5,7,"","4,252,161","334,490,677"
BoyWithUke - Toxic,233,"",19,"","2,325,939","333,915,657"
Kina - Get You The Moon,456,"",90,"","995,956","333,141,265"
NewJeans - Ditto,165,2,9,"","3,324,434","332,653,707"
Reik - Me Niego,256,"",20,"","2,045,998","332,540,769"
Ed Sheeran - South of the Border,248,4,9,"","3,941,042","332,051,750"
Cardi B - Up,190,"",13,"","2,839,310","332,026,103"
KAROL G - MI EX TENÍA RAZÓN,207,"",15,"","3,172,787","331,985,082"
FRENSHIP - Capsize,323,"",23,"","1,829,684","331,803,535"
Ellie Goulding - Close To Me,286,"",18,"","2,060,406","330,642,802"
Jack Harlow - WHATS POPPIN,242,"",23,"","2,055,760","330,144,277"
Jason Derulo - Take You Dancing,265,"",26,"","2,026,190","330,141,872"
Boza - Hecha Pa' Mi,213,"",14,"","2,501,983","330,029,766"
"KAROL G - Ay, DiOs Mío!",224,"",12,"","2,683,122","329,946,008"
Ed Sheeran - Perfect Duet (Ed Sheeran & Beyoncé),308,20,3,(x6),"4,250,965","329,897,898"
